SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,SchoolTypeCode,GradeSpan,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2015-16,Educational Service District 123,36,Walla Walla,36250,College Place School District,3541,John Sager Middle School,P,6-8       ,337,2,0.59,4,1.19,2,0.59,6,1.78,6,1.78,136,40.36,184,54.6,3,0.89,176,52.23,161,47.77,24,7.29,57,17.33,41,12.46,191,58.05,5,1.52,N<10,,15,13.7,19,86.36
2015-16,Educational Service District 101,38,Whitman,38306,Colton School District,2588,Colton School,P,PK-12     ,158,0,0,3,1.9,0,0,3,1.9,3,1.9,5,3.16,143,90.51,4,2.53,80,50.63,78,49.37,0,0,0,0,24,15.38,31,19.87,4,2.56,N<10,,11,16.2,14,93.33
2015-16,Educational Service District 101,33,Stevens,33206,Columbia (Stevens) School District,5283,Columbia Alternative School,A,9-12      ,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,2,66.67,2,66.67,0,0,N<10,,,0,0,
2015-16,Educational Service District 101,33,Stevens,33206,Columbia (Stevens) School District,3508,Columbia High And Elementary,P,PK-12     ,160,35,21.88,1,0.63,0,0,1,0.63,0,0,10,6.25,94,58.75,20,12.5,92,57.5,68,42.5,0,0,0,0,25,16.45,109,71.71,1,0.66,N<10,,11,20.6,10,66.67
2015-16,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,3613,Columbia Elementary,P,K-5       ,357,0,0,0,0,0,0,0,0,3,0.84,137,38.38,214,59.94,3,0.84,185,51.82,172,48.18,10,2.72,70,19.02,75,20.38,201,54.62,0,0,N<10,,15,16.5,11,45.83
2015-16,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,4049,Columbia High School,P,9-12      ,293,2,0.68,5,1.71,0,0,5,1.71,2,0.68,70,23.89,204,69.62,10,3.41,146,49.83,147,50.17,4,1.5,20,7.49,41,15.36,92,34.46,1,0.37,N<10,,14,15.4,18,85.71
2015-16,Educational Service District 123,36,Walla Walla,36400,Columbia (Walla Walla) School District,3012,Columbia Middle School,P,6-8       ,185,1,0.54,0,0,0,0,0,0,2,1.08,63,34.05,114,61.62,5,2.7,88,47.57,97,52.43,5,2.81,23,12.92,24,13.48,90,50.56,0,0,N<10,,10,15,12,66.67
2015-16,Educational Service District 101,33,Stevens,33115,Colville School District,3831,Colville Junior High School,P,6-8       ,401,9,2.24,2,0.5,1,0.25,3,0.75,5,1.25,12,2.99,354,88.28,18,4.49,196,48.88,205,51.12,0,0,1,0.25,55,13.96,189,47.97,0,0,N<10,,17,16.4,15,65.22
2015-16,Educational Service District 101,33,Stevens,33115,Colville School District,3310,Colville Senior High School,P,9-12      ,559,14,2.5,3,0.54,0,0,3,0.54,3,0.54,29,5.19,480,85.87,30,5.37,279,49.91,280,50.09,0,0,6,1.08,67,12.09,233,42.06,5,0.9,N<10,,17,20.8,22,68.75
2015-16,Educational Service District 101,33,Stevens,33115,Colville School District,4180,Fort Colville Elementary,P,3-5       ,376,3,0.8,5,1.33,0,0,5,1.33,1,0.27,18,4.79,337,89.63,12,3.19,197,52.39,179,47.61,0,0,5,1.31,62,16.27,205,53.81,0,0,N<10,,16,16,18,78.26
2015-16,Educational Service District 101,33,Stevens,33115,Colville School District,2957,Hofstetter Elementary,P,K-2       ,382,5,1.31,0,0,0,0,0,0,1,0.26,27,7.07,338,88.48,11,2.88,192,50.26,190,49.74,0,0,15,3.79,66,16.67,238,60.10,0,0,N<10,,15,15,17,68
2015-16,Educational Service District 101,33,Stevens,33115,Colville School District,1594,Panorama School,A,PK-12     ,93,1,1.08,0,0,0,0,0,0,0,0,5,5.38,82,88.17,5,5.38,42,45.16,51,54.84,0,0,0,0,49,42.98,68,59.65,1,0.88,N<10,,23,15.3,3,75
2015-16,Office of Superintendent of Public Instruction,,,32931,Community Colleges of Spokane,5304,Institute for Extended Learning,P,9-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,2577,Concrete Elementary,P,K-6       ,252,6,2.38,2,0.79,0,0,2,0.79,0,0,18,7.14,225,89.29,1,0.4,132,52.38,120,47.62,0,0,0,0,44,16.79,191,72.90,0,0,N<10,,14,16.7,14,77.78
2015-16,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,2810,Concrete High School,P,7-12      ,264,5,1.89,1,0.38,1,0.38,2,0.76,0,0,12,4.55,239,90.53,6,2.27,146,55.3,118,44.7,0,0,0,0,32,12.9,138,55.65,0,0,N<10,,19,21.3,8,57.14
2015-16,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,1762,Skagit River School House,A,K-12      ,2,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,2,100,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,2,25.4,1,100
2015-16,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,5087,Special Services School,S,PK-PK     ,6,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0,3,50,3,50,0,0,0,0,11,91.67,7,58.33,0,0,N<10,,,0,0,
2015-16,Northwest Educational Service District 189,29,Skagit,29011,Concrete School District,1605,Twin Cedars High School,A,7-12      ,5,0,0,0,0,0,0,0,0,0,0,0,0,5,100,0,0,1,20,4,80,0,0,0,0,2,9.52,15,71.43,0,0,N<10,,5,25.4,1,100
2015-16,Northwest Educational Service District 189,29,Skagit,29317,Conway School District,2578,Conway School,P,K-8       ,440,1,0.23,5,1.14,0,0,5,1.14,5,1.14,45,10.23,381,86.59,3,0.68,228,51.82,212,48.18,14,3.19,28,6.38,45,10.25,94,21.41,10,2.28,N<10,,18,16.5,21,87.5
2015-16,Capital Region ESD 113,14,Grays Harbor,14099,Cosmopolis School District,3326,Cosmopolis Elementary School,P,K-6       ,147,0,0,0,0,0,0,0,0,0,0,18,12.24,117,79.59,12,8.16,77,52.38,70,47.62,0,0,3,2.05,29,19.86,81,55.48,3,2.05,N<10,,13,16.5,7,63.64
2015-16,North Central Educational Service District 171,13,Grant,13151,Coulee-Hartline School District,2968,Almira Coulee Hartline High School,P,9-12      ,83,0,0,0,0,0,0,0,0,1,1.2,4,4.82,77,92.77,1,1.2,42,50.6,41,49.4,0,0,0,0,7,8.43,29,34.94,0,0,N<10,,8,22.4,8,72.73
2015-16,North Central Educational Service District 171,13,Grant,13151,Coulee-Hartline School District,2693,Coulee City Elementary,P,K-5       ,72,0,0,0,0,0,0,0,0,2,2.78,5,6.94,63,87.5,2,2.78,40,55.56,32,44.44,0,0,0,0,14,20.9,33,49.25,0,0,N<10,,7,19.1,8,72.73
2015-16,North Central Educational Service District 171,13,Grant,13151,Coulee-Hartline School District,2304,Coulee City MS,P,6-8       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,1913,Cedar Program,A,K-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,3664,Coupeville Elementary School,P,PK-5      ,417,0,0,2,0.48,0,0,2,0.48,6,1.44,58,13.91,297,71.22,54,12.95,195,46.76,222,53.24,8,1.86,17,3.95,82,19.07,142,33.02,4,0.93,N<10,,15,14.8,18,64.29
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,2625,Coupeville High School,P,9-12      ,315,0,0,5,1.59,0,0,5,1.59,7,2.22,41,13.02,231,73.33,31,9.84,161,51.11,154,48.89,6,1.99,4,1.32,45,14.9,90,29.80,9,2.98,N<10,,8,12.8,29,72.5
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,4004,Coupeville Middle School,P,6-8       ,227,0,0,6,2.64,0,0,6,2.64,3,1.32,32,14.1,167,73.57,19,8.37,101,44.49,126,55.51,5,2.16,8,3.45,41,17.67,67,28.88,14,6.03,N<10,,13,13.1,13,76.47
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,5034,Toddler Learning Center,S,PK-PK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Northwest Educational Service District 189,15,Island,15204,Coupeville School District,5412,Wolves Online,R,9-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,43.75,0,0,N<10,,,0,0,
2015-16,Olympic Educational Service District 114,05,Clallam,05313,Crescent School District,3473,Crescent School,P,K-12      ,203,1,0.49,0,0,0,0,0,0,0,0,12,5.91,165,81.28,25,12.32,101,49.75,102,50.25,0,0,0,0,34,17.8,98,51.31,1,0.52,N<10,,10,11.9,11,52.38
2015-16,Olympic Educational Service District 114,05,Clallam,05313,Crescent School District,5030,HomeConnection,5,K-12      ,69,0,0,0,0,0,0,0,0,0,0,1,1.45,67,97.1,1,1.45,32,46.38,37,53.62,0,0,0,0,0,0,29,40.28,1,1.39,N<10,,35,10.7,0,
2015-16,Educational Service District 101,22,Lincoln,22073,Creston School District,2862,Creston Elementary,P,K-6       ,37,0,0,0,0,0,0,0,0,0,0,2,5.41,34,91.89,1,2.7,27,72.97,10,27.03,0,0,0,0,5,12.5,14,35.00,1,2.5,N<10,,5,17,6,85.71
2015-16,Educational Service District 101,22,Lincoln,22073,Creston School District,2863,Creston Jr-Sr High School,P,7-12      ,51,0,0,1,1.96,0,0,1,1.96,0,0,1,1.96,48,94.12,1,1.96,25,49.02,26,50.98,0,0,0,0,11,22,19,38.00,0,0,N<10,,7,13.9,7,100
2015-16,Educational Service District 101,10,Ferry,10050,Curlew School District,2006,Curlew Elem & High School,P,K-12      ,169,5,2.96,0,0,0,0,0,0,3,1.78,7,4.14,141,83.43,13,7.69,90,53.25,79,46.75,0,0,0,0,26,15.12,96,55.81,5,2.91,N<10,,11,17,13,81.25
2015-16,Educational Service District 101,10,Ferry,10050,Curlew School District,1921,Curlew Parent Partner,A,K-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Educational Service District 101,26,Pend Oreille,26059,Cusick School District,2770,Bess Herian Elementary,P,K-5       ,94,22,23.4,0,0,0,0,0,0,0,0,1,1.06,49,52.13,22,23.4,57,60.64,37,39.36,0,0,0,0,21,22.83,65,70.65,3,3.26,N<10,,10,21.6,6,66.67
2015-16,Educational Service District 101,26,Pend Oreille,26059,Cusick School District,2423,Cusick Jr Sr High School,P,6-12      ,145,50,34.48,1,0.69,0,0,1,0.69,1,0.69,10,6.9,72,49.66,11,7.59,83,57.24,62,42.76,0,0,0,0,22,15.83,84,60.43,10,7.19,N<10,,11,18.6,6,46.15
2015-16,Educational Service District 105,19,Kittitas,19007,Damman School District,2077,Damman Elementary,P,K-5       ,40,1,2.5,0,0,0,0,0,0,0,0,0,0,39,97.5,0,0,19,47.5,21,52.5,0,0,0,0,3,7.89,0,0.00,0,0,N<10,,20,20.5,2,100
2015-16,Northwest Educational Service District 189,31,Snohomish,31330,Darrington School District,3609,Darrington Elementary School,P,PK-8      ,294,9,3.06,1,0.34,0,0,1,0.34,0,0,28,9.52,233,79.25,23,7.82,145,49.32,149,50.68,0,0,7,2.4,56,19.18,169,57.88,6,2.05,N<10,,15,16.7,13,68.42
2015-16,Northwest Educational Service District 189,31,Snohomish,31330,Darrington School District,3188,Darrington Sr High School,P,9-12      ,135,6,4.44,2,1.48,0,0,2,1.48,2,1.48,5,3.7,115,85.19,5,3.7,74,54.81,61,45.19,0,0,0,0,20,15.38,63,48.46,14,10.77,N<10,,12,15.9,5,45.45
2015-16,Educational Service District 101,22,Lincoln,22207,Davenport School District,2668,Davenport Elementary,P,PK-5      ,270,3,1.11,2,0.74,0,0,2,0.74,1,0.37,9,3.33,250,92.59,5,1.85,120,44.44,150,55.56,0,0,0,0,35,12.73,166,60.36,0,0,N<10,,14,16.9,13,65
2015-16,Educational Service District 101,22,Lincoln,22207,Davenport School District,3173,Davenport Senior High School,P,6-12      ,327,10,3.06,1,0.31,0,0,1,0.31,0,0,6,1.83,308,94.19,2,0.61,162,49.54,165,50.46,0,0,0,0,37,11.11,172,51.65,11,3.3,N<10,,14,15.4,15,65.22
2015-16,Educational Service District 123,07,Columbia,07002,Dayton School District,2830,Dayton Elementary School,P,PK-5      ,182,3,1.65,1,0.55,0,0,1,0.55,0,0,31,17.03,143,78.57,4,2.2,89,48.9,93,51.1,0,0,3,1.6,29,15.51,116,62.03,3,1.6,N<10,,10,17.5,11,61.11
2015-16,Educational Service District 123,07,Columbia,07002,Dayton School District,2302,Dayton High School,P,9-12      ,147,8,5.44,2,1.36,0,0,2,1.36,1,0.68,21,14.29,114,77.55,1,0.68,67,45.58,80,54.42,0,0,0,0,21,14.69,75,52.45,13,9.09,N<10,,9,17.7,9,52.94
2015-16,Educational Service District 123,07,Columbia,07002,Dayton School District,4011,Dayton Middle School,P,6-8       ,70,3,4.29,1,1.43,0,0,1,1.43,2,2.86,10,14.29,51,72.86,3,4.29,31,44.29,39,55.71,0,0,0,0,13,17.81,46,63.01,17,23.29,N<10,,,0,0,
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,2173,Arcadia Elementary,P,3-5       ,452,12,2.65,3,0.66,3,0.66,6,1.33,3,0.66,29,6.42,399,88.27,3,0.66,241,53.32,211,46.68,0,0,4,0.91,55,12.47,252,57.14,27,6.12,N<10,,14,10,18,54.55
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,5124,BIRTH TO 2 PRESCHOOL,S,PK-PK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,5270,Deer Park Early Learning Center,P,PK-PK     ,6,0,0,0,0,0,0,0,0,0,0,0,0,6,100,0,0,5,83.33,1,16.67,0,0,0,0,14,100,13,92.86,0,0,N<10,,,0,0,
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,2430,Deer Park Elementary,P,K-2       ,403,10,2.48,0,0,1,0.25,1,0.25,4,0.99,22,5.46,366,90.82,0,0,211,52.36,192,47.64,0,0,4,0.96,51,12.26,244,58.65,7,1.68,N<10,,14,13.9,21,72.41
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,4123,Deer Park High School,P,9-12      ,661,16,2.42,3,0.45,0,0,3,0.45,11,1.66,29,4.39,594,89.86,8,1.21,328,49.62,333,50.38,0,0,0,0,86,13.8,300,48.15,49,7.87,12,1.93,17,15.5,30,76.92
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,1852,Deer Park Home Link Program,5,K-12      ,486,8,1.65,2,0.41,1,0.21,3,0.62,8,1.65,17,3.5,448,92.18,2,0.41,242,49.79,244,50.21,0,0,1,0.21,5,1.03,57,11.73,28,5.76,N<10,,61,20.6,6,75
2015-16,Educational Service District 101,32,Spokane,32414,Deer Park School District,3261,Deer Park Middle School,P,6-8       ,482,13,2.7,6,1.24,1,0.21,7,1.45,9,1.87,23,4.77,429,89,1,0.21,252,52.28,230,47.72,0,0,4,0.84,72,15.09,252,52.83,27,5.66,10,2.1,15,13.2,21,65.63
2015-16,Puget Sound Educational Service District 121,27,Pierce,27343,Dieringer School District,4548,Dieringer Heights Elementary,P,4-5       ,561,2,0.36,28,4.99,1,0.18,29,5.17,9,1.6,45,8.02,432,77.01,44,7.84,286,50.98,275,49.02,0,0,19,3.36,87,15.37,73,12.90,17,3,N<10,,18,14.6,23,71.88
2015-16,Puget Sound Educational Service District 121,27,Pierce,27343,Dieringer School District,3683,Lake Tapps Elementary,P,1-3       ,481,2,0.42,31,6.44,4,0.83,35,7.28,8,1.66,46,9.56,330,68.61,60,12.47,257,53.43,224,46.57,0,0,20,4.09,60,12.27,63,12.88,18,3.68,N<10,,18,16.6,21,77.78
2015-16,Puget Sound Educational Service District 121,27,Pierce,27343,Dieringer School District,4416,North Tapps Middle School,P,6-8       ,514,2,0.39,34,6.61,3,0.58,37,7.2,4,0.78,45,8.75,382,74.32,44,8.56,246,47.86,268,52.14,0,0,6,1.19,36,7.11,53,10.47,27,5.34,N<10,,20,18.1,20,76.92
2015-16,Educational Service District 123,36,Walla Walla,36101,Dixie School District,2278,Dixie Elementary School,P,PK-5      ,28,1,3.57,1,3.57,0,0,1,3.57,0,0,0,0,26,92.86,0,0,11,39.29,17,60.71,0,0,0,0,4,13.79,,>95%,0,0,N<10,,14,8.7,2,100
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),1937,Children First,S,PK-PK     ,36,0,0,0,0,0,0,0,0,0,0,6,16.67,28,77.78,2,5.56,27,75,9,25,0,0,0,0,38,100,18,47.37,0,0,N<10,,,0,0,
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),1712,Continuous Curriculum School,P,K-8       ,521,1,0.19,11,2.11,0,0,11,2.11,2,0.38,27,5.18,444,85.22,36,6.91,245,47.02,276,52.98,0,0,2,0.38,50,9.56,137,26.20,13,2.49,N<10,,17,19.6,21,67.74
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),4097,East Farms School,P,PK-6      ,423,3,0.71,3,0.71,8,1.89,11,2.6,3,0.71,53,12.53,325,76.83,28,6.62,216,51.06,207,48.94,0,0,15,3.37,88,19.78,279,62.70,11,2.47,N<10,,15,13.2,17,58.62
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),3360,East Valley High School,P,9-12      ,1068,11,1.03,16,1.5,7,0.66,23,2.15,14,1.31,96,8.99,869,81.37,55,5.15,564,52.81,504,47.19,2,0.19,21,2.02,172,16.55,481,46.29,37,3.56,N<10,,17,19,50,80.65
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),5346,East Valley Middle School,P,7-8       ,493,7,1.42,5,1.01,6,1.22,11,2.23,7,1.42,57,11.56,377,76.47,34,6.9,255,51.72,238,48.28,0,0,6,1.2,69,13.8,283,56.60,15,3,N<10,,,0,0,
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),2955,Otis Orchards School,P,PK-6      ,434,7,1.61,5,1.15,1,0.23,6,1.38,5,1.15,32,7.37,346,79.72,38,8.76,206,47.47,228,52.53,0,0,12,2.67,78,17.33,246,54.67,17,3.78,N<10,,16,12.4,20,71.43
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),2653,Trent School,P,PK-6      ,475,7,1.47,3,0.63,14,2.95,17,3.58,13,2.74,78,16.42,304,64,56,11.79,249,52.42,226,47.58,0,0,29,6.09,120,25.21,403,84.66,11,2.31,N<10,,16,11.8,18,60
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),3128,Trentwood School,P,PK-6      ,490,5,1.02,10,2.04,3,0.61,13,2.65,2,0.41,34,6.94,398,81.22,38,7.76,240,48.98,250,51.02,2,0.39,38,7.48,103,20.28,337,66.34,6,1.18,N<10,,18,17.6,20,71.43
2015-16,Educational Service District 101,32,Spokane,32361,East Valley School District (Spokane),5156,Washington Academy of Arts and Technology,5,K-12      ,333,6,1.8,2,0.6,0,0,2,0.6,1,0.3,33,9.91,281,84.38,10,3,178,53.45,155,46.55,0,0,13,3.31,28,7.12,100,25.45,12,3.05,N<10,,33,12.2,7,70
2015-16,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),4055,East Valley Central Middle School,P,6-8       ,684,8,1.17,6,0.88,1,0.15,7,1.02,7,1.02,321,46.93,328,47.95,13,1.9,378,55.26,306,44.74,47,6.84,47,6.84,88,12.81,415,60.41,10,1.46,N<10,,16,12.9,28,65.12
2015-16,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),4487,East Valley Elementary,P,K-5       ,544,5,0.92,1,0.18,1,0.18,2,0.37,3,0.55,275,50.55,246,45.22,13,2.39,294,54.04,250,45.96,32,5.77,114,20.54,94,16.94,357,64.32,3,0.54,13,2.34,17,12.5,22,68.75
2015-16,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),2344,East Valley High School,P,9-12      ,874,11,1.26,7,0.8,2,0.23,9,1.03,8,0.92,364,41.65,472,54,10,1.14,459,52.52,415,47.48,55,6.35,28,3.23,88,10.16,413,47.69,25,2.89,N<10,,15,16.7,45,75
2015-16,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),2530,Moxee Elementary,P,K-5       ,493,1,0.2,0,0,0,0,0,0,5,1.01,304,61.66,174,35.29,9,1.83,240,48.68,253,51.32,59,11.75,173,34.46,40,7.97,294,58.57,4,0.8,N<10,,17,15,22,75.86
2015-16,Educational Service District 105,39,Yakima,39090,East Valley School District (Yakima),2821,Terrace Heights Elementary,P,K-5       ,534,2,0.37,10,1.87,0,0,10,1.87,6,1.12,201,37.64,295,55.24,20,3.75,259,48.5,275,51.5,13,2.49,74,14.18,62,11.88,295,56.51,3,0.57,N<10,,17,16.7,19,61.29
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3659,Cascade Elementary,P,K-4       ,470,0,0,2,0.43,0,0,2,0.43,0,0,165,35.11,291,61.91,12,2.55,253,53.83,217,46.17,30,6.3,112,23.53,50,10.5,206,43.28,6,1.26,N<10,,17,7.8,14,50
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4590,Clovis Point,P,5-7       ,603,0,0,2,0.33,2,0.33,4,0.66,1,0.17,344,57.05,236,39.14,18,2.99,310,51.41,293,48.59,104,17.33,130,21.67,73,12.17,408,68.00,13,2.17,N<10,,18,16,29,87.88
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,5228,Eastmont Columbia Virtual Academy,A,K-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3372,Eastmont Junior High,P,8-9       ,899,3,0.33,11,1.22,2,0.22,13,1.45,4,0.44,388,43.16,471,52.39,20,2.22,459,51.06,440,48.94,110,12.28,90,10.04,93,10.38,496,55.36,21,2.34,N<10,,19,15.5,33,68.75
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2727,Eastmont Senior High,P,10-12     ,1431,6,0.42,9,0.63,0,0,9,0.63,6,0.42,613,42.84,750,52.41,47,3.28,748,52.27,683,47.73,155,11.14,102,7.33,175,12.58,631,45.36,52,3.74,N<10,,20,15.6,54,77.14
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2966,Grant Elementary School,P,K-4       ,491,2,0.41,6,1.22,1,0.2,7,1.43,1,0.2,236,48.07,233,47.45,12,2.44,260,52.95,231,47.05,53,10.71,161,32.53,43,8.69,276,55.76,2,0.4,N<10,,16,16.8,20,66.67
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3212,Kenroy Elementary,P,K-4       ,467,2,0.43,2,0.43,0,0,2,0.43,0,0,215,46.04,238,50.96,10,2.14,224,47.97,243,52.03,31,6.68,106,22.84,60,12.93,266,57.33,7,1.51,N<10,,16,12,16,53.33
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,3083,Robert E Lee Elementary,P,K-4       ,491,1,0.2,2,0.41,0,0,2,0.41,0,0,259,52.75,216,43.99,13,2.65,252,51.32,239,48.68,53,10.6,161,32.2,43,8.6,374,74.80,12,2.4,10,2,17,8.6,20,68.97
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,2563,Rock Island Elementary,P,K-4       ,226,0,0,0,0,0,0,0,0,0,0,160,70.8,58,25.66,8,3.54,136,60.18,90,39.82,45,19.91,117,51.77,38,16.81,183,80.97,7,3.1,N<10,,14,16,9,56.25
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,5130,Special Education Pre-School ,S,PK-PK     ,35,0,0,0,0,0,0,0,0,0,0,13,37.14,22,62.86,0,0,26,74.29,9,25.71,1,2.94,0,0,34,100,0,0.00,0,0,N<10,,,0,0,
2015-16,North Central Educational Service District 171,09,Douglas,09206,Eastmont School District,4095,Sterling Intermediate School,P,K-7       ,841,2,0.24,5,0.59,0,0,5,0.59,4,0.48,340,40.43,462,54.93,28,3.33,397,47.21,444,52.79,69,8.1,124,14.55,95,11.15,472,55.40,20,2.35,12,1.41,18,16.7,36,78.26
2015-16,Educational Service District 105,19,Kittitas,19028,Easton School District,3554,Easton School,P,K-12      ,113,4,3.54,0,0,0,0,0,0,2,1.77,29,25.66,75,66.37,3,2.65,54,47.79,59,52.21,0,0,16,14.81,14,12.96,73,67.59,0,0,N<10,,9,15.5,6,50
2015-16,Educational Service District 105,19,Kittitas,19028,Easton School District,5242,Easton Secondary School,P,7-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,2808,Columbia Crest A-STEM Academy,P,K-8       ,195,0,0,2,1.03,0,0,2,1.03,1,0.51,9,4.62,168,86.15,15,7.69,86,44.1,109,55.9,0,0,0,0,16,8.25,91,46.91,4,2.06,N<10,,15,7.4,7,53.85
2015-16,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,5079,Eatonville Developmental Pre-School,S,PK-PK     ,9,0,0,0,0,0,0,0,0,0,0,0,0,9,100,0,0,3,33.33,6,66.67,0,0,0,0,8,100,2,25.00,0,0,N<10,,,0,0,
2015-16,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,2205,Eatonville Elementary School,P,K-5       ,364,5,1.37,3,0.82,2,0.55,5,1.37,2,0.55,24,6.59,307,84.34,21,5.77,188,51.65,176,48.35,0,0,8,2.04,72,18.32,177,45.04,12,3.05,N<10,,17,16,15,68.18
2015-16,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,2206,Eatonville High School,P,9-12      ,697,6,0.86,3,0.43,4,0.57,7,1,6,0.86,52,7.46,597,85.65,29,4.16,351,50.36,346,49.64,0,0,1,0.15,59,8.58,210,30.52,30,4.36,N<10,,18,12,24,63.16
2015-16,Puget Sound Educational Service District 121,27,Pierce,27404,Eatonville School District,4230,Eatonville Middle School,P,6-8       ,384,3,0.78,1,0.26,3,0.78,4,1.04,3,0.78,24,6.25,325,84.64,25,6.51,195,50.78,189,49.22,0,0,0,0,49,12.69,161,41.71,26,6.74,N<10,,16,13.3,15,62.5
