SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,SchoolTypeCode,GradeSpan,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,5051,Lakeland Hills Elementary,P,K-5       ,678,5,0.74,73,10.77,2,0.29,75,11.06,30,4.42,130,19.17,357,52.65,81,11.95,342,50.44,336,49.56,0,0,88,12.81,55,8.01,146,21.25,16,2.33,N<10,,16,14.2,35,81.4
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3525,Lea Hill Elementary School,P,PK-5      ,419,2,0.48,32,7.64,13,3.1,45,10.74,85,20.29,61,14.56,162,38.66,64,15.27,229,54.65,190,45.35,1,0.23,71,16.51,94,21.86,268,62.33,2,0.47,N<10,,15,12.2,11,39.29
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4462,Mt Baker Middle School,P,6-8       ,949,4,0.42,83,8.75,35,3.69,118,12.43,53,5.58,298,31.4,400,42.15,76,8.01,492,51.84,457,48.16,0,0,94,9.75,78,8.09,469,48.65,17,1.76,N<10,,19,17.3,39,76.47
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3169,Olympic Middle School,P,6-8       ,742,36,4.85,42,5.66,39,5.26,81,10.92,53,7.14,256,34.5,248,33.42,68,9.16,392,52.83,350,47.17,2,0.27,135,18.37,103,14.01,525,71.43,14,1.9,11,1.5,17,14.4,31,70.45
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3227,Pioneer Elementary School,P,PK-5      ,492,1,0.2,15,3.05,33,6.71,48,9.76,11,2.24,314,63.82,87,17.68,31,6.3,250,50.81,242,49.19,0,0,298,58.09,72,14.04,436,84.99,1,0.19,N<10,,18,9.4,12,42.86
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4385,Rainier Middle School,P,6-8       ,903,2,0.22,90,9.97,13,1.44,103,11.41,88,9.75,177,19.6,478,52.93,55,6.09,471,52.16,432,47.84,0,0,54,6.07,85,9.55,396,44.49,43,4.83,N<10,,21,16.7,24,55.81
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,1915,Special Ed School,S,PK-12     ,121,4,3.31,3,2.48,2,1.65,5,4.13,6,4.96,36,29.75,54,44.63,16,13.22,79,65.29,42,34.71,0,0,0,0,150,94.94,46,29.11,0,0,10,6.33,30,16.3,3,75
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2659,Terminal Park Elementary School,P,K-5       ,443,1,0.23,26,5.87,34,7.67,60,13.54,45,10.16,102,23.02,173,39.05,62,14,230,51.92,213,48.08,0,0,115,25.44,59,13.05,323,71.46,4,0.88,N<10,,16,14.8,17,62.96
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2326,Washington Elementary School,P,K-5       ,489,2,0.41,17,3.48,35,7.16,52,10.63,45,9.2,164,33.54,148,30.27,78,15.95,227,46.42,262,53.58,1,0.2,136,27.53,68,13.77,378,76.52,5,1.01,N<10,,14,11.2,24,68.57
2015-16,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2702,West Auburn Senior High School,A,9-12      ,242,5,2.07,7,2.89,14,5.79,21,8.68,17,7.02,61,25.21,105,43.39,33,13.64,111,45.87,131,54.13,2,0.74,12,4.44,40,14.81,140,51.85,15,5.56,N<10,,13,13.7,11,61.11
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,2395,Bainbridge High School,P,9-12      ,1259,7,0.56,51,4.05,2,0.16,53,4.21,9,0.71,75,5.96,1011,80.3,104,8.26,614,48.77,645,51.23,0,0,5,0.4,72,5.73,79,6.29,106,8.44,N<10,,18,14,61,87.14
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1939,Bainbridge Special Education Services,S,PK-12     ,38,1,2.63,3,7.89,0,0,3,7.89,0,0,2,5.26,31,81.58,1,2.63,28,73.68,10,26.32,0,0,0,0,36,97.3,1,2.70,0,0,N<10,,,0,0,
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,3552,Capt Johnston Blakely Elem Sch,P,K-4       ,352,5,1.42,7,1.99,0,0,7,1.99,1,0.28,14,3.98,299,84.94,26,7.39,190,53.98,162,46.02,0,0,3,0.84,44,12.36,20,5.62,19,5.34,N<10,,15,14.5,14,60.87
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,3043,Capt. Charles Wilkes Elem School,P,PK-4      ,392,0,0,9,2.3,0,0,9,2.3,0,0,23,5.87,325,82.91,35,8.93,216,55.1,176,44.9,0,0,3,0.75,78,19.45,25,6.23,11,2.74,N<10,,15,15.4,17,65.38
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1935,Eagle Harbor High School,A,9-12      ,132,0,0,5,3.79,0,0,5,3.79,1,0.76,9,6.82,110,83.33,7,5.3,76,57.58,56,42.42,0,0,1,0.79,26,20.63,6,4.76,39,30.95,N<10,,13,13.1,7,70
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1841,Mosaic Home Education Partnership,A,K-8       ,63,0,0,3,4.76,0,0,3,4.76,0,0,5,7.94,46,73.02,9,14.29,34,53.97,29,46.03,0,0,0,0,7,12.96,8,14.81,2,3.7,N<10,,8,17,5,62.5
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1699,Odyssey Multiage Program,P,1-8       ,122,0,0,4,3.28,2,1.64,6,4.92,2,1.64,3,2.46,106,86.89,5,4.1,64,52.46,58,47.54,0,0,1,0.83,21,17.5,5,4.17,9,7.5,N<10,,8,17.3,12,80
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4062,Ordway Elementary,P,PK-4      ,401,2,0.5,14,3.49,0,0,14,3.49,5,1.25,38,9.48,300,74.81,42,10.47,200,49.88,201,50.12,0,0,6,1.47,97,23.83,45,11.06,2,0.49,N<10,,13,15,31,96.88
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4542,Sakai Intermediate,P,5-6       ,584,4,0.68,22,3.77,1,0.17,23,3.94,3,0.51,45,7.71,459,78.6,50,8.56,293,50.17,291,49.83,0,0,5,0.85,71,12.12,54,9.22,31,5.29,N<10,,17,15.4,26,76.47
2015-16,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4505,Woodward Middle School,P,7-8       ,566,2,0.35,21,3.71,0,0,21,3.71,1,0.18,47,8.3,439,77.56,56,9.89,303,53.53,263,46.47,0,0,6,1.06,51,8.99,37,6.53,46,8.11,N<10,,16,14.2,22,62.86
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,2671,Amboy Middle School,P,5-8       ,584,1,0.17,6,1.03,0,0,6,1.03,0,0,17,2.91,548,93.84,12,2.05,301,51.54,283,48.46,0,0,3,0.52,73,12.61,213,36.79,22,3.8,N<10,,15,13,30,75
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,2415,Battle Ground High School,P,9-12      ,2148,5,0.23,18,0.84,14,0.65,32,1.49,10,0.47,161,7.5,1849,86.08,91,4.24,1145,53.31,1003,46.69,0,0,42,2.04,257,12.49,590,28.68,85,4.13,10,0.49,19,14.1,74,65.49
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,1836,CAM Academy,A,3-12      ,575,0,0,11,1.91,0,0,11,1.91,0,0,22,3.83,520,90.43,22,3.83,279,48.52,296,51.48,0,0,5,0.89,6,1.07,82,14.56,7,1.24,N<10,,27,15.9,16,76.19
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,4352,Captain Strong,P,K-4       ,720,1,0.14,7,0.97,0,0,7,0.97,3,0.42,72,10,604,83.89,33,4.58,399,55.42,321,44.58,0,0,68,9.23,127,17.23,293,39.76,7,0.95,N<10,,17,13,29,67.44
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,5133,Chief Umtuch Middle,P,5-8       ,575,1,0.17,9,1.57,0,0,9,1.57,3,0.52,61,10.61,475,82.61,26,4.52,323,56.17,252,43.83,0,0,21,3.62,77,13.28,224,38.62,14,2.41,N<10,,14,13.6,28,70
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,5089,Daybreak Middle,P,5-8       ,494,1,0.2,4,0.81,2,0.4,6,1.21,4,0.81,42,8.5,416,84.21,25,5.06,247,50,247,50,0,0,30,5.95,96,19.05,195,38.69,12,2.38,N<10,,14,11.7,23,65.71
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,5090,Daybreak Primary,P,PK-4      ,546,1,0.18,4,0.73,2,0.37,6,1.1,6,1.1,48,8.79,462,84.62,23,4.21,304,55.68,242,44.32,0,0,71,12.35,94,16.35,251,43.65,11,1.91,10,1.74,15,14.2,28,75.68
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,3018,Glenwood Heights Primary,P,K-4       ,716,0,0,39,5.45,5,0.7,44,6.15,9,1.26,67,9.36,571,79.75,25,3.49,359,50.14,357,49.86,0,0,151,20.46,105,14.23,275,37.26,4,0.54,N<10,,17,12.6,30,69.77
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,1875,Homelink River,5,K-12      ,965,4,0.41,13,1.35,0,0,13,1.35,10,1.04,49,5.08,830,86.01,59,6.11,446,46.22,519,53.78,0,0,36,3.62,34,3.42,227,22.81,24,2.41,N<10,,25,11.9,21,53.85
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,3545,Laurin Middle School,P,5-8       ,629,2,0.32,32,5.09,2,0.32,34,5.41,5,0.79,70,11.13,483,76.79,35,5.56,307,48.81,322,51.19,0,0,56,8.78,78,12.23,233,36.52,18,2.82,N<10,,16,12.2,32,82.05
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,5291,Maple Grove K-8,P,K-8       ,484,1,0.21,12,2.48,6,1.24,18,3.72,2,0.41,56,11.57,386,79.75,21,4.34,248,51.24,236,48.76,0,0,80,15.97,70,13.97,254,50.70,9,1.8,N<10,,12,12.7,28,66.67
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,5360,Open Doors Battle Ground,R,9-12      ,3,0,0,0,0,0,0,0,0,0,0,0,0,3,100,0,0,0,0,3,100,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,3997,Pleasant Valley Middle,P,5-8       ,507,2,0.39,23,4.54,3,0.59,26,5.13,5,0.99,76,14.99,359,70.81,39,7.69,268,52.86,239,47.14,1,0.19,31,6.04,74,14.42,170,33.14,18,3.51,N<10,,14,15.3,26,74.29
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,3996,Pleasant Valley Primary,P,K-4       ,586,2,0.34,30,5.12,9,1.54,39,6.66,9,1.54,66,11.26,425,72.53,45,7.68,294,50.17,292,49.83,1,0.17,95,16.58,77,13.44,201,35.08,4,0.7,N<10,,16,14.3,28,75.68
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,4104,Prairie High School,P,9-12      ,1567,5,0.32,61,3.89,2,0.13,63,4.02,9,0.57,198,12.64,1200,76.58,92,5.87,799,50.99,768,49.01,0,0,28,1.83,147,9.59,408,26.61,71,4.63,N<10,,19,12.5,55,66.27
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,4108,Preschool Infant Other,S,PK-12     ,17,0,0,1,5.88,0,0,1,5.88,0,0,1,5.88,15,88.24,0,0,11,64.71,6,35.29,0,0,0,0,17,100,7,41.18,0,0,N<10,,,0,0,
2015-16,Educational Service District 112,06,Clark,06119,Battle Ground School District,4450,Summit View High School,A,7-12      ,416,2,0.48,2,0.48,3,0.72,5,1.2,1,0.24,22,5.29,371,89.18,15,3.61,198,47.6,218,52.4,0,0,10,2.62,17,4.45,156,40.84,14,3.66,N<10,,28,18.9,12,80
