SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,SchoolTypeCode,GradeSpan,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,3134,Happy Valley Elementary School,P,PK-5      ,432,3,0.69,14,3.24,2,0.46,16,3.7,4,0.93,58,13.43,317,73.38,34,7.87,222,51.39,210,48.61,1,0.23,20,4.54,57,12.93,131,29.71,20,4.54,N<10,,16,14.9,15,55.56
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,1694,Home Port Learning Center,A,9-12      ,8,1,12.5,0,0,0,0,0,0,1,12.5,1,12.5,4,50,1,12.5,7,87.5,1,12.5,0,0,0,0,9,50,11,61.11,3,16.67,N<10,,,0,0,
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,4442,Kulshan Middle School,P,6-8       ,544,6,1.1,20,3.68,1,0.18,21,3.86,13,2.39,97,17.83,366,67.28,41,7.54,282,51.84,262,48.16,3,0.53,29,5.17,87,15.51,234,41.71,37,6.6,N<10,,16,15.9,21,60
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,2225,Lowell Elementary School ,P,PK-5      ,305,2,0.66,14,4.59,0,0,14,4.59,7,2.3,22,7.21,246,80.66,14,4.59,158,51.8,147,48.2,0,0,11,3.56,42,13.59,68,22.01,17,5.5,N<10,,13,14.7,13,56.52
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,4571,Northern Heights Elementary Schl,P,PK-5      ,376,4,1.06,32,8.51,3,0.8,35,9.31,15,3.99,53,14.1,227,60.37,42,11.17,207,55.05,169,44.95,2,0.52,33,8.66,65,17.06,125,32.81,19,4.99,N<10,,12,14.2,20,62.5
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,1647,Options High School,A,9-12      ,105,2,1.9,0,0,0,0,0,0,4,3.81,18,17.14,67,63.81,14,13.33,47,44.76,58,55.24,0,0,2,1.89,32,30.19,68,64.15,9,8.49,N<10,,12,11.3,7,77.78
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,3202,Parkview Elementary School,P,PK-5      ,295,2,0.68,1,0.34,0,0,1,0.34,4,1.36,38,12.88,219,74.24,31,10.51,154,52.2,141,47.8,1,0.33,3,1,57,18.94,112,37.21,18,5.98,N<10,,14,13.2,12,57.14
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,2067,Roosevelt Elementary School,P,PK-5      ,398,5,1.26,10,2.51,0,0,10,2.51,6,1.51,117,29.4,237,59.55,23,5.78,206,51.76,192,48.24,4,1,63,15.71,56,13.97,217,54.11,10,2.49,N<10,,12,13.5,21,65.63
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,3576,Sehome High School,P,9-12      ,1192,15,1.26,76,6.38,4,0.34,80,6.71,19,1.59,122,10.23,879,73.74,77,6.46,618,51.85,574,48.15,5,0.43,19,1.62,155,13.24,240,20.50,91,7.77,N<10,,19,13.6,45,72.58
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,3201,Shuksan Middle School,P,6-8       ,648,13,2.01,84,12.96,4,0.62,88,13.58,13,2.01,171,26.39,315,48.61,48,7.41,321,49.54,327,50.46,22,3.41,77,11.92,96,14.86,371,57.43,28,4.33,N<10,,15,12.2,25,59.52
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,2175,Silver Beach Elementary School,P,PK-5      ,457,3,0.66,16,3.5,0,0,16,3.5,2,0.44,34,7.44,357,78.12,45,9.85,238,52.08,219,47.92,0,0,11,2.41,54,11.82,74,16.19,19,4.16,N<10,,17,14.1,19,70.37
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,4515,Squalicum High School,P,9-12      ,1362,13,0.95,135,9.91,5,0.37,140,10.28,25,1.84,264,19.38,811,59.54,109,8,713,52.35,649,47.65,18,1.37,70,5.33,149,11.34,515,39.19,99,7.53,N<10,,20,14.2,53,76.81
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,2387,Sunnyland Elementary School,P,PK-5      ,305,3,0.98,21,6.89,2,0.66,23,7.54,1,0.33,58,19.02,198,64.92,22,7.21,169,55.41,136,44.59,1,0.31,36,11.32,56,17.61,162,50.94,20,6.29,N<10,,12,16.1,17,68
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,1799,Visions (Seamar Youth Center),5,6-12      ,28,3,10.71,0,0,0,0,0,0,0,0,5,17.86,17,60.71,3,10.71,0,0,28,100,0,0,0,0,2,7.14,11,39.29,0,0,N<10,,,0,0,
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,5125,Wade King Elementary School,P,PK-5      ,419,0,0,20,4.77,0,0,20,4.77,8,1.91,31,7.4,322,76.85,38,9.07,211,50.36,208,49.64,0,0,13,3.07,60,14.15,77,18.16,22,5.19,N<10,,15,14,19,67.86
2016-17,Northwest Educational Service District 189,37,Whatcom,37501,Bellingham School District,2075,Whatcom Middle School,P,6-8       ,685,4,0.58,23,3.36,0,0,23,3.36,5,0.73,55,8.03,551,80.44,47,6.86,384,56.06,301,43.94,1,0.14,9,1.3,87,12.61,164,23.77,43,6.23,N<10,,17,12.2,26,63.41
2016-17,Educational Service District 101,01,Adams,01122,Benge School District,3142,Benge Elementary,5,K-6       ,13,0,0,0,0,0,0,0,0,0,0,0,0,13,100,0,0,8,61.54,5,38.46,0,0,0,0,1,7.69,0,0.00,0,0,N<10,,7,22.9,1,50
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5372,Acceleration Academy,R,9-12      ,227,5,2.2,8,3.52,8,3.52,16,7.05,32,14.1,30,13.22,121,53.3,23,10.13,128,56.39,99,43.61,0,0,2,1.06,25,13.3,72,38.30,12,6.38,N<10,,,0,0,
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,2807,Bethel High School,P,9-12      ,1674,33,1.97,81,4.84,55,3.29,136,8.12,142,8.48,226,13.5,1040,62.13,97,5.79,874,52.21,800,47.79,0,0,21,1.27,234,14.2,691,41.93,39,2.37,N<10,,22,13.9,48,62.34
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,3250,Bethel Middle School,P,6-8       ,654,10,1.53,30,4.59,38,5.81,68,10.4,48,7.34,119,18.2,340,51.99,69,10.55,345,52.75,309,47.25,1,0.15,23,3.51,96,14.66,385,58.78,19,2.9,N<10,,20,11.4,22,66.67
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5288,Birth to Three,P,PK-PK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4296,Camas Prairie Elementary,P,K-5       ,604,8,1.32,39,6.46,31,5.13,70,11.59,60,9.93,88,14.57,298,49.34,80,13.25,338,55.96,266,44.04,0,0,34,5.48,76,12.24,350,56.36,14,2.25,N<10,,17,11.1,18,50
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4186,Cedarcrest Middle School,P,6-12      ,613,8,1.31,47,7.67,42,6.85,89,14.52,79,12.89,103,16.8,265,43.23,69,11.26,319,52.04,294,47.96,0,0,22,3.44,77,12.05,385,60.25,25,3.91,11,1.72,19,11.3,26,78.79
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4331,Centennial Elementary Bethel,P,K-5       ,482,2,0.41,8,1.66,12,2.49,20,4.15,18,3.73,62,12.86,325,67.43,55,11.41,261,54.15,221,45.85,0,0,5,1.03,61,12.55,291,59.88,6,1.23,N<10,,15,13.5,21,63.64
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,1510,Challenger High School,A,9-12      ,259,6,2.32,9,3.47,3,1.16,12,4.63,17,6.56,39,15.06,171,66.02,14,5.41,128,49.42,131,50.58,1,0.37,3,1.12,37,13.86,155,58.05,17,6.37,N<10,,16,20.7,12,75
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,3649,Chester H Thompson Elementary,P,K-5       ,578,5,0.87,9,1.56,51,8.82,60,10.38,50,8.65,180,31.14,195,33.74,88,15.22,257,44.46,321,55.54,0,0,66,11.3,72,12.33,415,71.06,9,1.54,N<10,,15,12.9,30,78.95
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,2576,Clover Creek Elementary,P,PK-5      ,737,3,0.41,35,4.75,37,5.02,72,9.77,62,8.41,137,18.59,358,48.58,105,14.25,392,53.19,345,46.81,0,0,26,3.41,69,9.04,358,46.92,6,0.79,N<10,,17,12,19,43.18
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4578,Cougar Mountain Middle School,P,6-8       ,594,12,2.02,25,4.21,8,1.35,33,5.56,19,3.2,69,11.62,426,71.72,35,5.89,313,52.69,281,47.31,1,0.17,5,0.83,95,15.7,272,44.96,18,2.98,N<10,,19,15.4,24,75
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5127,ECEAP W,P,PK-PK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,1945,Elk Plain Head Start,P,PK-PK     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,2877,Elk Plain School of Choice,P,K-8       ,594,3,0.51,21,3.54,2,0.34,23,3.87,44,7.41,84,14.14,361,60.77,79,13.3,292,49.16,302,50.84,0,0,6,1.01,40,6.76,164,27.70,29,4.9,N<10,,19,13.4,24,75
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,4099,Evergreen Elementary,P,K-5       ,520,5,0.96,37,7.12,48,9.23,85,16.35,47,9.04,113,21.73,190,36.54,80,15.38,274,52.69,246,47.31,0,0,72,13.51,53,9.94,352,66.04,10,1.88,N<10,,16,11.5,15,45.45
2016-17,Puget Sound Educational Service District 121,27,Pierce,27403,Bethel School District,5159,Frederickson Elementary,P,PK-5      ,647,2,0.31,19,2.94,12,1.85,31,4.79,44,6.8,195,30.14,299,46.21,76,11.75,322,49.77,325,50.23,0,0,69,10.38,85,12.78,329,49.47,8,1.2,N<10,,16,11.7,27,67.5
