SchoolYear,ESD,CountyNumber,County,CountyDistrictNumber,District,BuildingNumber,School,SchoolTypeCode,GradeSpan,TotalEnrollment,NumberAmericanIndianorAlaskanNative,PercentAmericanIndianorAlaskanNative,NumberAsian,PercentAsian,NumberPacificIslander,PercentPacificIslander,NumberAsianPacificIslander,PercentAsianPacificIslander,NumberBlack,PercentBlack,NumberHispanic,PercentHispanic,NumberWhite,PercentWhite,NumberTwoOrMoreRaces,PercentTwoOrMoreRaces,NumberMales,PercentMales,NumberFemales,PercentFemales,NumberMigrant,PercentMigrant,NumberTransitionalBilingual,PercentTransitionalBilingual,NumberSpecialEducation,PercentSpecialEducation,NumberFreeorReducedPricedMeals,PercentFreeorReducedPricedMeals,NumberSection504,PercentSection504,NumberFosterCare,PercentFosterCare,StudentsPerClassroomTeacher,AvgYearsEducationalExperience,NumberTeachersWithAtLeastMasterDegree,PercentTeachersWithAtLeastMasterDegree
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,2834,A J West Elementary,P,PK-6      ,405,8,1.98,3,0.74,0,0,3,0.74,3,0.74,181,44.69,185,45.68,25,6.17,205,50.62,200,49.38,9,2.22,74,18.23,81,19.95,278,68.47,8,1.97,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,3216,Central Park Elementary,P,K-6       ,192,1,0.52,3,1.56,0,0,3,1.56,1,0.52,31,16.15,133,69.27,23,11.98,103,53.65,89,46.35,0,0,7,3.7,25,13.23,103,54.50,3,1.59,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,3857,Harbor High School,P,9-12      ,105,5,4.76,1,0.95,1,0.95,2,1.9,1,0.95,33,31.43,56,53.33,8,7.62,52,49.52,53,50.48,0,0,7,7.22,15,15.46,59,60.82,8,8.25,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,3154,Hopkins Elementary,P,PK-PK     ,57,1,1.75,0,0,0,0,0,0,0,0,18,31.58,30,52.63,8,14.04,34,59.65,23,40.35,0,0,0,0,72,100,59,81.94,4,5.56,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,3476,J M Weatherwax High School,P,9-12      ,945,48,5.08,32,3.39,4,0.42,36,3.81,13,1.38,269,28.47,539,57.04,40,4.23,468,49.52,477,50.48,18,2,67,7.43,142,15.74,430,47.67,33,3.66,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,2449,McDermoth Elementary,P,K-6       ,387,9,2.33,2,0.52,0,0,2,0.52,2,0.52,114,29.46,217,56.07,43,11.11,188,48.58,199,51.42,8,2.09,61,15.93,66,17.23,230,60.05,7,1.83,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,2305,Miller Junior High,P,7-8       ,483,19,3.93,10,2.07,0,0,10,2.07,4,0.83,145,30.02,277,57.35,28,5.8,237,49.07,246,50.93,9,1.87,45,9.36,73,15.18,336,69.85,12,2.49,N<10,,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,2763,Robert Gray Elementary,P,PK-6      ,351,8,2.28,3,0.85,2,0.57,5,1.42,1,0.28,135,38.46,174,49.57,28,7.98,168,47.86,183,52.14,19,5.37,68,19.21,53,14.97,285,80.51,6,1.69,11,3.11,,0,0,
2017-18,Capital Region ESD 113,14,Grays Harbor,14005,Aberdeen School District,2971,Stevens Elementary School,P,PK-6      ,499,10,2,17,3.41,0,0,17,3.41,6,1.2,179,35.87,233,46.69,54,10.82,252,50.5,247,49.5,9,1.81,82,16.47,76,15.26,390,78.31,5,1,13,2.61,,0,0,
2017-18,Capital Region ESD 113,21,Lewis,21226,Adna School District,2227,Adna Elementary School,P,PK-5      ,265,4,1.51,0,0,0,0,0,0,3,1.13,13,4.91,243,91.7,2,0.75,126,47.55,139,52.45,0,0,0,0,33,12.09,72,26.37,0,0,N<10,,,0,0,
2017-18,Capital Region ESD 113,21,Lewis,21226,Adna School District,2441,Adna Middle/High School,P,6-12      ,380,1,0.26,5,1.32,0,0,5,1.32,0,0,24,6.32,336,88.42,14,3.68,190,50,190,50,0,0,0,0,34,8.97,102,26.91,11,2.9,N<10,,,0,0,
2017-18,Educational Service District 101,22,Lincoln,22017,Almira School District,2860,Almira Elementary School,P,K-8       ,109,0,0,0,0,0,0,0,0,0,0,8,7.34,92,84.4,9,8.26,47,43.12,62,56.88,0,0,0,0,13,11.61,39,34.82,1,0.89,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,2467,Anacortes High School,P,9-12      ,795,7,0.88,38,4.78,1,0.13,39,4.91,11,1.38,65,8.18,654,82.26,19,2.39,401,50.44,394,49.56,3,0.39,9,1.16,55,7.07,154,19.79,44,5.66,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,2707,Anacortes Middle School,P,6-8       ,623,2,0.32,26,4.17,0,0,26,4.17,6,0.96,66,10.59,510,81.86,13,2.09,321,51.52,302,48.48,0,0,9,1.45,55,8.86,156,25.12,33,5.31,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,5176,Cap Sante High School,A,9-12      ,64,1,1.56,0,0,0,0,0,0,1,1.56,8,12.5,53,82.81,1,1.56,28,43.75,36,56.25,0,0,1,1.43,10,14.29,39,55.71,7,10,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,3182,Fidalgo Elementary,P,K-5       ,367,4,1.09,12,3.27,0,0,12,3.27,2,0.54,46,12.53,295,80.38,8,2.18,195,53.13,172,46.87,0,0,13,3.43,46,12.14,106,27.97,9,2.37,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,3252,Island View Elementary,P,K-5       ,426,3,0.7,10,2.35,0,0,10,2.35,5,1.17,54,12.68,343,80.52,11,2.58,215,50.47,211,49.53,4,0.93,21,4.91,47,10.98,145,33.88,16,3.74,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,3057,Mount Erie Elementary,P,K-5       ,380,3,0.79,11,2.89,1,0.26,12,3.16,1,0.26,35,9.21,313,82.37,16,4.21,189,49.74,191,50.26,1,0.26,13,3.39,46,12.01,104,27.15,10,2.61,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,29,Skagit,29103,Anacortes School District,3404,Whitney Elementary Anacortes,P,PK-K      ,147,0,0,2,1.36,1,0.68,3,2.04,3,2.04,7,4.76,122,82.99,12,8.16,92,62.59,55,37.41,0,0,1,0.62,69,42.59,28,17.28,0,0,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,2523,Arlington High School,P,9-12      ,1624,23,1.42,30,1.85,6,0.37,36,2.22,15,0.92,185,11.39,1287,79.25,78,4.8,812,50,812,50,10,0.64,30,1.92,168,10.73,378,24.15,85,5.43,11,0.7,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,5495,Arlington Open Doors,R,9-12      ,11,1,9.09,0,0,0,0,0,0,0,0,4,36.36,6,54.55,0,0,8,72.73,3,27.27,0,0,0,0,8,18.18,18,40.91,5,11.36,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,2277,Arlington Special Educ School,P,PK-12     ,45,2,4.44,0,0,1,2.22,1,2.22,0,0,7,15.56,35,77.78,0,0,34,75.56,11,24.44,0,0,0,0,56,100,8,14.29,0,0,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,4327,Eagle Creek Elementary,P,K-5       ,661,9,1.36,4,0.61,0,0,4,0.61,2,0.3,126,19.06,473,71.56,47,7.11,334,50.53,327,49.47,10,1.49,75,11.14,104,15.45,268,39.82,21,3.12,12,1.78,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,5010,Haller Middle School,P,6-8       ,666,14,2.1,8,1.2,1,0.15,9,1.35,9,1.35,115,17.27,470,70.57,49,7.36,358,53.75,308,46.25,8,1.24,32,4.97,74,11.49,169,26.24,26,4.04,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,4436,Kent Prairie Elementary,P,K-5       ,644,5,0.78,6,0.93,1,0.16,7,1.09,1,0.16,80,12.42,478,74.22,73,11.34,337,52.33,307,47.67,0,0,40,5.93,97,14.39,261,38.72,8,1.19,11,1.63,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,4573,Pioneer Elementary,P,K-5       ,578,5,0.87,6,1.04,0,0,6,1.04,4,0.69,104,17.99,402,69.55,57,9.86,312,53.98,266,46.02,7,1.23,38,6.69,69,12.15,147,25.88,10,1.76,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,3124,Post Middle School,P,6-8       ,625,4,0.64,11,1.76,2,0.32,13,2.08,3,0.48,73,11.68,481,76.96,51,8.16,353,56.48,272,43.52,5,0.81,24,3.89,86,13.94,207,33.55,28,4.54,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,4154,Presidents Elementary,P,PK-5      ,545,5,0.92,3,0.55,0,0,3,0.55,2,0.37,63,11.56,426,78.17,46,8.44,287,52.66,258,47.34,5,0.86,20,3.44,121,20.79,200,34.36,9,1.55,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,1714,Stillaguamish Valley Learning Center,A,K-12      ,72,0,0,0,0,0,0,0,0,2,2.78,7,9.72,62,86.11,1,1.39,36,50,36,50,0,0,2,2.04,2,2.04,19,19.39,7,7.14,N<10,,,0,0,
2017-18,Northwest Educational Service District 189,31,Snohomish,31016,Arlington School District,4287,Weston High School,A,9-12      ,157,2,1.27,2,1.27,0,0,2,1.27,3,1.91,13,8.28,133,84.71,4,2.55,86,54.78,71,45.22,0,0,2,1.26,18,11.32,58,36.48,17,10.69,N<10,,,0,0,
2017-18,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2507,Asotin Elementary,P,PK-5      ,223,0,0,2,0.9,0,0,2,0.9,0,0,12,5.38,199,89.24,10,4.48,110,49.33,113,50.67,0,0,0,0,43,18.53,77,33.19,3,1.29,N<10,,,0,0,
2017-18,Educational Service District 123,02,Asotin,02420,Asotin-Anatone School District,2434,Asotin Jr Sr High,P,6-12      ,365,2,0.55,4,1.1,0,0,4,1.1,1,0.27,23,6.3,315,86.3,20,5.48,174,47.67,191,52.33,0,0,0,0,36,10.06,74,20.67,14,3.91,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3825,Alpac Elementary School,P,PK-5      ,635,2,0.31,73,11.5,9,1.42,82,12.91,18,2.83,189,29.76,260,40.94,84,13.23,328,51.65,307,48.35,1,0.16,155,24.14,86,13.4,344,53.58,9,1.4,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,5082,Arthur Jacobsen Elementary,P,K-5       ,571,0,0,77,13.49,4,0.7,81,14.19,40,7.01,148,25.92,251,43.96,51,8.93,295,51.66,276,48.34,0,0,157,28.14,50,8.96,256,45.88,4,0.72,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,5037,Auburn Mountainview High School,P,9-12      ,1560,10,0.64,170,10.9,21,1.35,191,12.24,159,10.19,271,17.37,809,51.86,120,7.69,748,47.95,812,52.05,0,0,133,8.76,113,7.44,610,40.16,70,4.61,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4474,Auburn Riverside High School,P,9-12      ,1643,6,0.37,177,10.77,44,2.68,221,13.45,83,5.05,445,27.08,775,47.17,113,6.88,829,50.46,814,49.54,1,0.06,136,8.47,99,6.17,529,32.96,55,3.43,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2795,Auburn Senior High School,P,9-12      ,1770,38,2.15,126,7.12,101,5.71,227,12.82,177,10,564,31.86,645,36.44,119,6.72,934,52.77,836,47.23,7,0.43,210,12.75,242,14.69,934,56.71,54,3.28,10,0.61,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2394,Cascade Middle School,P,6-8       ,806,4,0.5,65,8.06,42,5.21,107,13.28,81,10.05,214,26.55,326,40.45,74,9.18,392,48.64,414,51.36,2,0.26,116,14.8,98,12.5,466,59.44,14,1.79,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3439,Chinook Elementary School,P,PK-5      ,543,69,12.71,21,3.87,39,7.18,60,11.05,42,7.73,203,37.38,110,20.26,59,10.87,288,53.04,255,46.96,2,0.36,138,24.82,108,19.42,397,71.40,4,0.72,15,2.7,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2932,Dick Scobee Elementary School,P,PK-5      ,504,2,0.4,34,6.75,33,6.55,67,13.29,49,9.72,144,28.57,172,34.13,70,13.89,259,51.39,245,48.61,0,0,132,25.63,92,17.86,373,72.43,11,2.14,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3745,Evergreen Heights Elementary,P,K-5       ,523,0,0,98,18.74,21,4.02,119,22.75,57,10.9,104,19.89,183,34.99,60,11.47,257,49.14,266,50.86,0,0,134,25.77,47,9.04,218,41.92,13,2.5,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3669,Gildo Rey Elementary School,P,PK-5      ,596,2,0.34,28,4.7,30,5.03,58,9.73,23,3.86,345,57.89,119,19.97,49,8.22,328,55.03,268,44.97,1,0.17,233,38.83,65,10.83,430,71.67,6,1,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4347,Hazelwood Elementary School,P,K-5       ,572,6,1.05,44,7.69,4,0.7,48,8.39,23,4.02,170,29.72,270,47.2,55,9.62,303,52.97,269,47.03,0,0,127,22.01,56,9.71,263,45.58,12,2.08,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4417,Ilalko Elementary School,P,K-5       ,632,3,0.47,68,10.76,33,5.22,101,15.98,30,4.75,205,32.44,218,34.49,75,11.87,329,52.06,303,47.94,0,0,168,25.42,68,10.29,343,51.89,7,1.06,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4120,Lake View Elementary School,P,PK-5      ,434,1,0.23,10,2.3,4,0.92,14,3.23,10,2.3,87,20.05,287,66.13,35,8.06,225,51.84,209,48.16,0,0,67,14.92,76,16.93,185,41.20,11,2.45,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,5051,Lakeland Hills Elementary,P,K-5       ,732,4,0.55,99,13.52,0,0,99,13.52,38,5.19,156,21.31,346,47.27,89,12.16,373,50.96,359,49.04,0,0,108,14.59,53,7.16,157,21.22,18,2.43,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3525,Lea Hill Elementary School,P,PK-5      ,505,1,0.2,58,11.49,15,2.97,73,14.46,71,14.06,94,18.61,183,36.24,83,16.44,263,52.08,242,47.92,0,0,178,28.66,115,18.52,382,61.51,9,1.45,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4462,Mt Baker Middle School,P,6-8       ,1011,4,0.4,114,11.28,43,4.25,157,15.53,58,5.74,342,33.83,357,35.31,93,9.2,524,51.83,487,48.17,1,0.1,134,13.18,66,6.49,475,46.71,14,1.38,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3169,Olympic Middle School,P,6-8       ,838,24,2.86,54,6.44,55,6.56,109,13.01,64,7.64,325,38.78,236,28.16,80,9.55,436,52.03,402,47.97,4,0.5,182,22.52,93,11.51,547,67.70,14,1.73,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,3227,Pioneer Elementary School,P,PK-5      ,495,2,0.4,17,3.43,38,7.68,55,11.11,17,3.43,304,61.41,80,16.16,37,7.47,269,54.34,226,45.66,0,0,259,53.18,39,8.01,386,79.26,4,0.82,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,4385,Rainier Middle School,P,6-8       ,929,5,0.54,101,10.87,16,1.72,117,12.59,71,7.64,225,24.22,442,47.58,69,7.43,451,48.55,478,51.45,0,0,103,10.79,92,9.63,462,48.38,37,3.87,12,1.26,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,1915,Special Ed School,S,PK-12     ,125,5,4,7,5.6,1,0.8,8,6.4,10,8,32,25.6,53,42.4,17,13.6,82,65.6,43,34.4,0,0,0,0,150,97.4,48,31.17,0,0,16,10.39,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2659,Terminal Park Elementary School,P,K-5       ,503,0,0,24,4.77,56,11.13,80,15.9,45,8.95,144,28.63,162,32.21,72,14.31,255,50.7,248,49.3,0,0,145,29.9,82,16.91,331,68.25,3,0.62,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2326,Washington Elementary School,P,K-5       ,556,1,0.18,19,3.42,55,9.89,74,13.31,41,7.37,189,33.99,164,29.5,87,15.65,294,52.88,262,47.12,0,0,141,25.45,85,15.34,382,68.95,14,2.53,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,17,King,17408,Auburn School District,2702,West Auburn Senior High School,A,9-12      ,241,6,2.49,9,3.73,11,4.56,20,8.3,15,6.22,68,28.22,109,45.23,23,9.54,108,44.81,133,55.19,1,0.28,17,4.79,35,9.86,186,52.39,26,7.32,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,2395,Bainbridge High School,P,9-12      ,1352,10,0.74,50,3.7,1,0.07,51,3.77,4,0.3,108,7.99,1055,78.03,124,9.17,694,51.33,658,48.67,0,0,18,1.34,74,5.51,86,6.40,239,17.8,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1939,Bainbridge Special Education Services,S,PK-12     ,25,0,0,1,4,0,0,1,4,0,0,3,12,18,72,3,12,16,64,9,36,0,0,0,0,32,88.89,0,0.00,0,0,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,3552,Capt Johnston Blakely Elem Sch,P,K-4       ,369,2,0.54,9,2.44,0,0,9,2.44,1,0.27,13,3.52,312,84.55,32,8.67,206,55.83,163,44.17,0,0,7,1.87,48,12.8,23,6.13,41,10.93,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,3043,Capt. Charles Wilkes Elem School,P,PK-4      ,408,2,0.49,11,2.7,3,0.74,14,3.43,1,0.25,19,4.66,351,86.03,21,5.15,213,52.21,195,47.79,0,0,6,1.46,85,20.63,13,3.16,37,8.98,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1935,Eagle Harbor High School,A,9-12      ,113,0,0,7,6.19,0,0,7,6.19,0,0,8,7.08,93,82.3,5,4.42,59,52.21,54,47.79,0,0,0,0,22,20.56,8,7.48,44,41.12,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1841,Mosaic Home Education Partnership,A,K-8       ,49,0,0,0,0,0,0,0,0,0,0,4,8.16,41,83.67,4,8.16,30,61.22,19,38.78,0,0,0,0,6,11.11,7,12.96,3,5.56,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,1699,Odyssey Multiage Program,P,1-8       ,117,0,0,1,0.85,0,0,1,0.85,2,1.71,4,3.42,105,89.74,5,4.27,58,49.57,59,50.43,0,0,1,0.86,16,13.79,9,7.76,12,10.34,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4062,Ordway Elementary,P,PK-4      ,367,2,0.54,9,2.45,1,0.27,10,2.72,6,1.63,43,11.72,264,71.93,42,11.44,189,51.5,178,48.5,0,0,14,3.72,71,18.88,40,10.64,35,9.31,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4542,Sakai Intermediate,P,5-6       ,521,4,0.77,15,2.88,2,0.38,17,3.26,4,0.77,41,7.87,401,76.97,54,10.36,270,51.82,251,48.18,0,0,3,0.57,66,12.6,33,6.30,59,11.26,N<10,,,0,0,
2017-18,Puget Sound Educational Service District 121,18,Kitsap,18303,Bainbridge Island School District,4505,Woodward Middle School,P,7-8       ,600,5,0.83,26,4.33,2,0.33,28,4.67,3,0.5,49,8.17,469,78.17,46,7.67,305,50.83,295,49.17,0,0,5,0.84,60,10.05,52,8.71,98,16.42,N<10,,,0,0,
2017-18,Office of Superintendent of Public Instruction,27,Pierce,27931,Bates Technical College,5431,Bates Technical College - Open Doors,R,9-12      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2017-18,Office of Superintendent of Public Instruction,27,Pierce,27931,Bates Technical College,5950,Bates Technical High School,P,9-12      ,296,7,2.36,3,1.01,7,2.36,10,3.38,51,17.23,14,4.73,202,68.24,12,4.05,242,81.76,54,18.24,0,0,0,0,0,0,0,0.00,0,0,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,2671,Amboy Middle School,P,5-8       ,579,3,0.52,0,0,0,0,0,0,1,0.17,10,1.73,551,95.16,13,2.25,298,51.47,281,48.53,0,0,3,0.52,91,15.91,176,30.77,31,5.42,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,2415,Battle Ground High School,P,9-12      ,2136,8,0.37,28,1.31,3,0.14,31,1.45,10,0.47,155,7.26,1845,86.38,87,4.07,1150,53.84,986,46.16,2,0.1,66,3.29,264,13.14,521,25.93,104,5.18,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,1836,CAM Academy,A,3-12      ,522,0,0,20,3.83,1,0.19,21,4.02,1,0.19,20,3.83,449,86.02,31,5.94,233,44.64,289,55.36,0,0,16,3.09,4,0.77,79,15.25,16,3.09,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,4352,Captain Strong,P,PK-4      ,739,2,0.27,2,0.27,1,0.14,3,0.41,2,0.27,66,8.93,625,84.57,41,5.55,388,52.5,351,47.5,0,0,49,6.67,135,18.37,257,34.97,9,1.22,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5133,Chief Umtuch Middle,P,5-8       ,584,0,0,2,0.34,0,0,2,0.34,3,0.51,65,11.13,486,83.22,28,4.79,316,54.11,268,45.89,2,0.33,27,4.47,83,13.74,211,34.93,23,3.81,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5089,Daybreak Middle,P,5-8       ,451,0,0,6,1.33,2,0.44,8,1.77,5,1.11,50,11.09,365,80.93,23,5.1,248,54.99,203,45.01,0,0,31,6.68,96,20.69,183,39.44,19,4.09,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5090,Daybreak Primary,P,PK-4      ,522,1,0.19,5,0.96,4,0.77,9,1.72,9,1.72,38,7.28,446,85.44,19,3.64,283,54.21,239,45.79,0,0,73,13.44,104,19.15,222,40.88,8,1.47,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5502,DB Youth Services,P,6-12      ,37,2,5.41,0,0,0,0,0,0,3,8.11,8,21.62,21,56.76,3,8.11,21,56.76,16,43.24,0,0,0,0,0,0,22,55.00,0,0,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,3018,Glenwood Heights Primary,P,PK-4      ,800,2,0.25,39,4.88,1,0.13,40,5,15,1.88,113,14.13,586,73.25,44,5.5,415,51.88,385,48.13,0,0,156,19.16,130,15.97,281,34.52,13,1.6,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,1875,Homelink River,A,K-12      ,1010,7,0.69,11,1.09,0,0,11,1.09,6,0.59,59,5.84,862,85.35,65,6.44,476,47.13,534,52.87,0,0,49,4.8,57,5.59,279,27.35,50,4.9,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,3545,Laurin Middle School,P,5-8       ,679,3,0.44,36,5.3,1,0.15,37,5.45,9,1.33,85,12.52,512,75.41,33,4.86,344,50.66,335,49.34,0,0,68,9.6,97,13.7,239,33.76,16,2.26,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5291,Maple Grove K-8,P,PK-8      ,494,2,0.4,9,1.82,2,0.4,11,2.23,0,0,62,12.55,388,78.54,31,6.28,257,52.02,237,47.98,0,0,72,14.06,112,21.88,238,46.48,10,1.95,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5360,Open Doors Battle Ground,R,9-12      ,17,0,0,0,0,0,0,0,0,1,5.88,2,11.76,12,70.59,2,11.76,11,64.71,6,35.29,0,0,0,0,1,14.29,3,42.86,1,14.29,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,3997,Pleasant Valley Middle,P,5-8       ,543,6,1.1,42,7.73,6,1.1,48,8.84,13,2.39,87,16.02,352,64.83,37,6.81,277,51.01,266,48.99,2,0.37,34,6.27,71,13.1,183,33.76,22,4.06,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,3996,Pleasant Valley Primary,P,PK-4      ,590,4,0.68,21,3.56,11,1.86,32,5.42,10,1.69,75,12.71,427,72.37,42,7.12,308,52.2,282,47.8,0,0,98,17.04,66,11.48,218,37.91,8,1.39,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,4104,Prairie High School,P,9-12      ,1592,9,0.57,81,5.09,2,0.13,83,5.21,13,0.82,217,13.63,1181,74.18,89,5.59,819,51.44,773,48.56,0,0,75,4.91,184,12.05,418,27.37,67,4.39,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,4108,Preschool Infant Other,S,PK-12     ,50,0,0,0,0,0,0,0,0,1,2,6,12,41,82,2,4,26,52,24,48,0,0,0,0,66,100,14,21.21,0,0,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,4450,Summit View High School,A,7-12      ,348,2,0.57,3,0.86,2,0.57,5,1.44,0,0,26,7.47,300,86.21,15,4.31,155,44.54,193,55.46,0,0,21,5.1,17,4.13,171,41.50,14,3.4,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5131,Tukes Valley Middle School,P,5-8       ,468,1,0.21,3,0.64,0,0,3,0.64,0,0,37,7.91,404,86.32,23,4.91,237,50.64,231,49.36,0,0,11,2.37,81,17.46,125,26.94,9,1.94,N<10,,,0,0,
2017-18,Educational Service District 112,06,Clark,06119,Battle Ground School District,5132,Tukes Valley Primary ,P,PK-4      ,605,0,0,0,0,0,0,0,0,2,0.33,47,7.77,526,86.94,30,4.96,314,51.9,291,48.1,0,0,40,6.38,126,20.1,176,28.07,9,1.44,N<10,,,0,0,
