county_id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade
3,Benton,2,2,"12,628","29,937","36,834","26,360","47,194","6,473","80,027","23,587",12,"8,662",16.5,"89,907","83,182","6,725","91,760","85,591","6,169","94,291","88,412","5,879",97430,92070,5360,"$64,717 ",91.2,175177,82.4,1.3,0.9,2.7,0.1,9,3.6,18.7,74.5,"58,496","60,070","60,608","62,739","63,710","63,157","62,071","62,282","63,053",402,CHRIST THE KING SCHOOL,2014,422,357,10,3,7,0,0,5,5,2,0,0,4,RICHLAND SCHOOL DISTRICT,-1,8
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",1537,OLYMPIA HIGH SCHOOL,2014,1784,1510,162,7,150,5,2,78,62,105,93,117,0,OLYMPIA SCHOOL DISTRICT,9,12
24,Okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819 ",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",2398,PEACEFUL VALLEY CHRISTIAN SCHOOL,2014,13,11,2,0,2,0,0,2,2,2,2,2,2,TONASKET SCHOOL DISTRICT,1,8
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",2280,VIEW RIDGE ELEMENTARY SCHOOL,2014,448,379,16,1,14,1,0,12,12,11,9,7,12,BREMERTON SCHOOL DISTRICT,0,5
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",585,COLUMBIA CREST ELEMENTARY SCHOOL,2014,196,166,19,9,10,0,0,14,13,15,14,14,15,EATONVILLE SCHOOL DISTRICT,0,6
29,Skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",1013,CONCRETE ELEMENTARY,2014,242,205,35,6,26,1,3,24,23,23,23,20,30,CONCRETE SCHOOL DISTRICT,0,8
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",829,CRESTLINE ELEMENTARY SCHOOL,2014,476,403,18,2,13,1,2,12,12,15,17,14,18,EVERGREEN SCHOOL DISTRICT (CLARK),0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1167,INTERNATIONAL COMMUNITY SCHOOL,2014,443,375,23,7,17,0,0,6,5,9,7,13,2,LAKE WASHINGTON SCHOOL DISTRICT,7,12
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1230,KIRK ELEMENTARY,2014,496,420,29,7,22,0,0,15,14,18,17,21,23,LAKE WASHINGTON SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1294,RAINIER VIEW ELEMENTARY SCHOOL,2014,196,166,6,3,2,0,2,2,2,2,4,1,4,SEATTLE PUBLIC SCHOOLS,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1970,WEST SEATTLE MONTESSORI SCHOOL,2014,137,116,21,1,20,0,0,14,14,14,14,16,17,SEATTLE PUBLIC SCHOOLS,-1,8
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",801,BLIX ELEMENTARY SCHOOL,2014,495,420,6,0,4,1,1,4,4,4,4,4,6,TACOMA SCHOOL DISTRICT,-1,5
37,Whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",796,EBENEZER CHRISTIAN SCHOOL,2014,138,117,4,0,4,0,0,4,4,4,4,4,4,LYNDEN SCHOOL DISTRICT,-1,8
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",1760,MONTESSORI COUNTRY SCHOOL - ELEMENTARY CAMPUS,2014,33,28,5,2,3,0,0,3,4,4,4,5,4,BAINBRIDGE ISLAND SCHOOL DISTRICT,-1,1
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1731,NORTH PINES MIDDLE SCHOOL,2014,506,429,16,2,14,0,0,13,13,8,9,6,13,CENTRAL VALLEY SCHOOL DISTRICT,6,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",1746,OTIS ORCHARDS SCHOOL,2014,420,356,37,12,26,0,0,24,24,29,25,24,28,EAST VALLEY SCHOOL DISTRICT (SPOKANE),-1,7
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",2286,SHADLE PARK HIGH SCHOOL,2014,1454,1233,73,10,57,6,1,52,52,36,34,39,41,SPOKANE SCHOOL DISTRICT,9,12
21,Lewis,4,3,"6,686","16,428","8,204","9,654","21,992","2,503","34,149","11,610",15,"3,512",21.4,"30,544","27,780","2,764","31,232","28,588","2,644","31,915","29,452","2,463",33151,30948,2203,"$50,086 ",70.6,75455,89.7,0.5,1.4,0.9,0.2,4,3.2,8.7,86,"38,701","37,947","38,325","41,208","39,609","42,406","47,143","47,893","47,398",296,TOLEDO MIDDLE SCHOOL,2014,164,139,8,2,5,1,0,5,5,3,2,3,1,TOLEDO SCHOOL DISTRICT,6,8
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",661,CHASE LAKE ELEMENTARY,2014,371,315,21,5,15,1,0,14,13,16,15,14,16,EDMONDS SCHOOL DISTRICT,0,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",937,COMMUNITY SCHOOL,2014,73,62,11,4,7,0,0,7,7,10,8,8,9,LAKE WASHINGTON SCHOOL DISTRICT,1,5
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",639,FIRST PRESBYTERIAN CHRISTIAN SCHOOL,2014,73,62,10,0,10,0,0,6,5,6,7,7,9,SPOKANE SCHOOL DISTRICT,-1,4
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",1258,ODYSSEY MULTIAGE PROGRAM,2014,126,107,19,4,13,1,1,11,10,11,11,17,8,BAINBRIDGE ISLAND SCHOOL DISTRICT,1,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",842,ALCOTT ELEMENTARY,2014,646,549,20,7,12,1,0,13,13,15,12,11,19,LAKE WASHINGTON SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",490,CHOICE ACADEMY,2014,127,108,14,3,11,0,0,11,11,10,10,13,0,HIGHLINE SCHOOL DISTRICT,7,12
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",755,DES MOINES ELEMENTARY,2014,127,108,14,3,11,0,0,11,11,10,10,13,0,HIGHLINE SCHOOL DISTRICT,0,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1775,KIMBALL ELEMENTARY SCHOOL,2014,432,367,21,14,6,1,0,5,5,7,9,7,16,SEATTLE PUBLIC SCHOOLS,0,5
5,Clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",180,NEAH BAY ELEMENTARY SCHOOL,2014,160,136,14,4,7,4,0,8,9,8,9,5,14,CAPE FLATTERY SCHOOL DISTRICT,0,5
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",1719,PETER S OGDEN ELEMENTARY,2014,560,476,20,2,17,1,0,15,16,15,15,12,17,VANCOUVER SCHOOL DISTRICT,0,5
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1638,PORT SUSAN MIDDLE SCHOOL,2014,525,446,38,4,34,0,0,24,22,16,15,19,15,STANWOOD-CAMANO SCHOOL DISTRICT,6,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",223,RAINIER MIDDLE SCHOOL,2014,894,760,38,11,28,1,0,23,23,17,14,17,11,AUBURN SCHOOL DISTRICT,6,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",2014,SPRUCE STREET SCHOOL,2014,107,91,16,3,13,0,0,3,3,7,6,16,11,SEATTLE PUBLIC SCHOOLS,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",2153,WEDGWOOD ELEMENTARY SCHOOL,2014,466,396,22,9,15,0,0,9,9,11,14,14,16,SEATTLE PUBLIC SCHOOLS,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",539,HERITAGE CHRISTIAN ACADEMY,2014,154,131,23,0,23,0,0,13,14,13,14,14,17,NORTHSHORE SCHOOL DISTRICT,-1,9
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1830,MAYWOOD HILLS ELEMENTARY,2014,617,525,39,5,31,3,1,21,21,21,21,27,23,NORTHSHORE SCHOOL DISTRICT,0,6
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",161,MICHAEL ANDERSON ELEMENTARY,2014,457,389,12,5,7,0,0,5,5,4,3,5,8,MEDICAL LAKE SCHOOL DISTRICT,-1,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1184,PANTHER LAKE ELEMENTARY SCHOOL,2014,666,567,29,5,24,0,0,20,20,24,20,20,26,KENT SCHOOL DISTRICT,0,6
38,Whitman,4,5,"1,075","4,006","11,311","8,146","7,403","1,756","17,305","9,161",21.4,"1,043",14.2,"22,153","20,998","1,155","22,754","21,641","1,113","23,110","21,965","1,145",23465,22426,1039,"$44,913 ",63.3,44776,84.6,1.7,0.7,7.8,0.2,1.4,3.6,4.6,82.1,"32,037","31,062","31,396","32,570","43,091","42,218","43,379","49,946","48,665",1261,ROSALIA ELEMENTARY AND SECONDARY SCHOOL,2014,201,171,14,1,13,0,0,8,9,8,7,4,7,ROSALIA SCHOOL DISTRICT,-1,12
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",2057,WESTWOOD ELEMENTARY SCHOOL,2014,303,258,29,5,23,1,0,16,16,23,18,17,27,ENUMCLAW SCHOOL DISTRICT,-1,5
15,Island,4,3,"2,948","13,092","18,840","20,960","18,465","3,451","42,876","7,467",9.2,"1,821",12.1,"31,725","29,630","2,095","31,767","29,814","1,953","32,737","30,827","1,910",34259,32475,1784,"$63,529 ",89.6,78506,86.1,2.2,0.8,4.4,0.5,1.5,4.5,5.5,83.1,"55,016","53,754","54,206","55,091","52,014","57,919","59,961","61,691","65,671",350,COUPEVILLE HIGH SCHOOL,2014,304,259,38,0,35,3,0,26,22,18,17,19,0,COUPEVILLE SCHOOL DISTRICT,9,12
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",1004,HYLA MIDDLE SCHOOL,2014,88,75,12,1,10,1,0,8,8,9,7,11,8,BAINBRIDGE ISLAND SCHOOL DISTRICT,6,8
1,Adams,6,5,"3,675","2,749","1,436","1,299","3,083",262,"4,644","3,040",15.8,"1,406",20.5,"8,552","7,941",611,"8,618","8,018",600,"8,714","8,158",556,8918,8404,514,"$48,056 ",67.7,18728,62.5,0.6,1.9,0.7,0,31.5,2.8,59.3,38.8,"41,102","40,656","41,068","42,354","43,541","45,712","47,646","49,501","50,089",140,LIND ELEMENTARY SCHOOL,2014,81,69,10,1,8,1,0,7,7,7,7,3,10,LIND SCHOOL DISTRICT,-1,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",598,CAMELOT ELEMENTARY SCHOOL,2014,320,273,20,16,4,0,0,17,17,18,17,16,18,FEDERAL WAY SCHOOL DISTRICT,-1,5
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1451,LYON ELEMENTARY SCHOOL,2014,339,289,2,0,2,1,0,2,2,2,1,0,2,TACOMA SCHOOL DISTRICT,-1,5
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1350,MAPLEWOOD CENTER,2014,34,29,4,1,3,0,0,3,3,2,3,0,2,EDMONDS SCHOOL DISTRICT,0,12
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",1250,PLEASANT GLADE ELEMENTARY,2014,470,401,11,4,6,0,1,2,2,2,2,8,5,NORTH THURSTON PUBLIC SCHOOLS,-1,6
10,Ferry,9,12,725,"1,817",972,"1,098","2,202",301,"3,601","1,297",17.3,345,26.9,"2,452","2,173",279,"2,477","2,223",254,"2,491","2,237",254,2539,2259,280,"$43,665 ",61.6,7551,76.3,0.3,16.7,0.7,0.1,1.2,4.8,3.4,75,"38,284","36,712","36,921","37,548","39,596","41,343","40,340","42,330","42,157",1649,REPUBLIC SENIOR HIGH SCHOOL,2014,95,81,14,0,14,0,0,11,11,5,4,6,0,REPUBLIC SCHOOL DISTRICT,9,12
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1931,WILKESON ELEMENTARY SCHOOL,2014,231,197,19,6,12,1,0,13,10,13,11,12,13,WHITE RIVER SCHOOL DISTRICT,0,5
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",502,ACADEMY OF CONST AND ENGINEERING,2014,321,274,12,1,10,1,0,8,5,6,5,7,0,MARYSVILLE SCHOOL DISTRICT,9,12
23,Mason,4,3,"5,511","14,161","8,045","11,993","13,677","2,403","28,073","8,825",14.5,"2,738",23,"23,134","21,203","1,931","23,021","21,208","1,813","23,501","21,746","1,755",23843,22272,1571,"$55,030 ",77.6,60699,86.1,1.1,3.7,1.2,0.4,3.4,4.1,8,82.9,"47,898","47,273","47,724","48,804","47,142","52,598","53,633","55,824","54,364",1043,HAWKINS MIDDLE SCHOOL,2014,432,369,26,4,22,1,0,18,18,12,13,11,5,NORTH MASON SCHOOL DISTRICT,6,8
38,Whitman,4,5,"1,075","4,006","11,311","8,146","7,403","1,756","17,305","9,161",21.4,"1,043",14.2,"22,153","20,998","1,155","22,754","21,641","1,113","23,110","21,965","1,145",23465,22426,1039,"$44,913 ",63.3,44776,84.6,1.7,0.7,7.8,0.2,1.4,3.6,4.6,82.1,"32,037","31,062","31,396","32,570","43,091","42,218","43,379","49,946","48,665",2399,PALOUSE ELEMENTARY,2014,82,70,11,1,8,0,2,8,8,8,8,7,9,PALOUSE SCHOOL DISTRICT,-1,5
