id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id.1,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade,total_enrollment,school_american_indian_alaskan_native,school_asian,school_asian_pacific_islander,school_pacific_islander,school_black,school_hispanic,school_white,school_two_or_more_race,male,female,num_free_reduced_meals,district_number,city,zip,school_code,total_percent_absences,low_income_absence_percent
24,okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819 ",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",1935,oroville middle-high,2016,260,227,16,0,14,3,0,10,9,7,8,7,8,oroville school district,7,12,259,5,4,1,5,1,80,164,4,144,115,150,24410,oroville,98844,2706,0.76%,1.18%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1750,orting middle,2016,550,492,29,2,27,0,0,16,14,10,10,11,20,orting school district,6,8,540,3,9,3,12,2,74,403,46,276,264,177,27344,orting,98360,4262,0.96%,1.66%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1686,orting primary,2016,429,407,19,8,11,0,0,10,10,9,9,8,13,orting school district,-1,2,452,6,5,2,7,7,61,327,44,224,228,175,27344,orting,98360,2360,0.60%,1.02%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",693,otis orchards,2016,442,377,45,14,32,0,0,36,36,38,36,33,36,east valley school district (spokane),-1,7,434,7,5,1,6,5,32,346,38,206,228,246,32361,otis orchards,99027,2955,0.55%,0.87%
39,yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573 ",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",2150,outlook elementary,2016,651,648,0,0,0,0,0,0,0,0,0,0,0,sunnyside school district,1,5,643,1,0,0,0,1,608,30,3,342,301,581,39201,sunnyside,98944,2469,1.00%,1.02%
22,lincoln,8,7,671,"2,249","1,721","1,244","4,108",361,"5,713","1,322",12.6,389,17,"5,037","4,747",290,"4,877","4,590",287,"4,891","4,621",270,4955,4710,245,"$53,504 ",75.4,10570,95,0.3,1.6,0.4,0,0.5,2.2,2.3,93.6,"44,126","43,632","43,936","45,690","46,956","48,976","49,276","51,019","55,234",1094,p c jantz elementary,2016,123,117,5,1,4,0,0,1,1,1,1,1,5,odessa school district,-1,6,126,1,0,0,0,1,16,108,0,70,56,79,22105,odessa,99159,2769,0.01%,0.01%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1803,pacific cascade middle,2016,1046,996,41,11,30,1,0,21,19,20,17,22,25,issaquah school district,6,8,975,1,294,4,298,24,56,539,57,486,489,64,17411,issaquah,98029,5200,0.51%,4.57%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",39,pacific middle,2016,646,609,11,0,11,0,0,11,11,9,8,9,12,highline school district,7,8,650,6,67,39,106,70,201,204,63,356,294,389,17401,des moines,98198,3333,2.67%,3.71%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",39,pacific middle,2016,1036,348,74,5,65,5,0,54,52,55,54,40,65,evergreen school district (clark),6,8,1032,7,67,17,84,24,155,682,80,537,495,385,6114,vancouver,98684,4209,0.77%,1.43%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",188,panorama,2016,63,41,15,4,9,2,0,12,12,12,10,13,9,colville school district,-1,12,93,1,0,0,0,0,5,82,5,42,51,68,33115,colville,99114,1594,0.29%,0.48%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",713,panther lake elementary,2016,458,382,13,45,4,0,1,8,8,8,9,9,11,federal way school district,-1,5,459,6,56,51,107,68,121,84,73,240,219,321,17210,federal way,98003,3329,1.80%,2.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",713,panther lake elementary,2016,458,382,13,45,4,0,1,8,8,8,9,9,11,federal way school district,-1,5,654,0,127,21,148,88,188,142,88,343,311,462,17415,kent,98031,5178,0.26%,0.35%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",713,panther lake elementary,2016,656,584,28,3,24,1,0,20,21,23,20,18,26,kent school district,0,6,459,6,56,51,107,68,121,84,73,240,219,321,17210,federal way,98003,3329,1.80%,2.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",713,panther lake elementary,2016,656,584,28,3,24,1,0,20,21,23,20,18,26,kent school district,0,6,654,0,127,21,148,88,188,142,88,343,311,462,17415,kent,98031,5178,0.26%,0.35%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",213,parade,2016,108,66,33,0,30,2,1,25,24,26,27,24,26,riverview school district,-1,12,107,0,1,0,1,0,3,99,4,54,53,5,17407,carnation,98014,1854,0.00%,0.00%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1471,park lodge elementary,2016,422,379,9,4,3,0,2,7,7,8,7,5,8,clover park school district,-1,5,415,1,12,12,24,59,175,94,62,208,207,388,27400,lakewood,98499,2189,0.00%,0.00%
3,benton,2,2,"12,628","29,937","36,834","26,360","47,194","6,473","80,027","23,587",12,"8,662",16.5,"89,907","83,182","6,725","91,760","85,591","6,169","94,291","88,412","5,879",97430,92070,5360,"$64,717 ",91.2,175177,82.4,1.3,0.9,2.7,0.1,9,3.6,18.7,74.5,"58,496","60,070","60,608","62,739","63,710","63,157","62,071","62,282","63,053",1588,park middle,2016,840,0,17,3,9,5,0,14,14,12,14,12,15,kennewick school district,6,8,865,3,42,0,42,39,560,201,20,469,396,782,3017,kennewick,99336,3472,0.00%,0.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",806,park orchard elementary,2016,37,35,1,0,1,0,0,1,1,1,1,1,1,kent school district,0,6,548,2,108,9,117,82,200,97,50,296,252,387,17415,kent,98031,3491,1.40%,1.88%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",806,park orchard elementary,2016,433,433,0,0,0,0,0,0,0,0,0,0,0,moses lake school district,0,5,430,4,1,0,1,3,204,204,14,218,212,285,13161,moses lake,98837,5251,1.17%,1.60%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1436,park place middle,2016,790,709,70,9,60,3,0,44,38,45,39,39,51,monroe school district,6,8,789,10,14,5,19,1,186,538,35,385,404,292,31103,monroe,98272,5040,0.94%,1.75%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1456,parkside elementary,2016,628,584,15,6,8,1,0,6,3,4,1,2,2,highline school district,0,6,628,2,81,37,118,102,174,179,53,337,291,392,17401,des moines,98198,3335,0.98%,1.32%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",588,parkview elementary,2016,303,247,42,7,35,0,0,26,26,30,32,36,36,bellingham school district,-1,5,302,4,3,0,3,5,38,218,34,156,146,117,37501,bellingham,98225,3202,0.42%,0.89%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",228,parkway,2016,316,303,13,1,8,4,0,11,10,10,11,10,10,ephrata school district,5,6,322,1,3,0,3,4,103,200,11,155,167,188,13165,ephrata,98823,2695,0.49%,0.76%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1265,parkwood elementary,2016,457,430,19,3,15,1,1,11,12,12,15,13,18,shoreline school district,0,6,427,2,73,10,83,41,75,189,37,234,193,156,17412,shoreline,98133,3489,1.14%,1.40%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",847,pasadena park elementary,2016,408,358,37,6,23,6,2,25,25,28,25,25,34,west valley school district (spokane),0,5,409,7,12,1,13,7,17,349,16,203,206,155,32363,spokane,99212,3194,0.12%,0.21%
24,okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819 ",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",758,pateros elementary,2016,145,126,19,0,9,5,5,14,13,15,13,13,16,pateros school district,0,6,129,0,0,0,0,0,76,53,0,72,57,86,24122,pateros,98846,2396,0.00%,0.00%
24,okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819 ",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",891,pateros high,2016,142,124,17,0,8,8,1,13,11,14,12,14,3,pateros school district,7,12,143,0,0,0,0,0,75,58,10,74,69,94,24122,pateros,98846,2397,0.05%,0.05%
4,chelan,3,2,"8,678","13,920","13,296","13,032","18,114","2,234","33,380","10,059",13.3,"3,058",17,"41,171","38,639","2,532","42,636","40,246","2,390","43,289","40,840","2,449",44518,42349,2169,"$57,284 ",80.7,72453,79.3,0.3,1,0.8,0.1,15.7,2.7,25.8,70.7,"46,780","45,478","46,275","47,265","51,713","50,825","53,068","55,109","53,388",1336,paul rumburg elementary,2016,162,150,6,3,4,1,1,4,4,4,4,4,4,entiat school district,-1,5,163,0,0,0,0,0,67,94,2,91,72,114,4127,entiat,98822,2688,1.08%,1.28%
21,lewis,4,3,"6,686","16,428","8,204","9,654","21,992","2,503","34,149","11,610",15,"3,512",21.4,"30,544","27,780","2,764","31,232","28,588","2,644","31,915","29,452","2,463",33151,30948,2203,"$50,086 ",70.6,75455,89.7,0.5,1.4,0.9,0.2,4,3.2,8.7,86,"38,701","37,947","38,325","41,208","39,609","42,406","47,143","47,893","47,398",1763,pe ell,2016,277,267,10,3,6,0,1,3,4,5,4,4,7,pe ell school district,-1,12,271,7,1,0,1,1,15,236,11,137,134,156,21301,pe ell,98572,2858,0.24%,0.31%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",10,pearl street center,2016,12,0,0,0,0,0,0,0,0,0,0,0,0,tacoma school district,6,12,11,1,0,0,0,2,1,7,0,5,6,12,27010,tacoma,98465,4283,0.92%,0.92%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",1557,peninsula elementary,2016,449,413,18,5,13,0,0,15,15,15,15,11,16,moses lake school district,0,5,435,0,6,0,6,4,198,218,9,227,208,298,13161,moses lake,98837,2832,0.13%,0.18%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",2006,penny creek elementary,2016,715,670,24,7,15,1,1,12,3,16,13,13,18,everett school district,-1,5,721,0,139,3,142,26,84,417,52,379,342,170,31002,everett,98208,4530,0.63%,1.53%
27,pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027 ",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",1798,perry g keithley middle,2016,730,712,18,2,9,7,0,16,14,15,15,14,14,franklin pierce school district,6,8,737,7,27,55,82,100,204,240,104,351,386,586,27402,tacoma,98444,3401,2.99%,3.27%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",446,peter g schmidt elementary,2016,632,519,41,9,31,1,0,25,24,30,27,23,37,tumwater school district,0,6,615,1,8,4,12,14,84,442,62,302,313,231,34033,tumwater,98501,3199,0.62%,0.94%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",706,peter s ogden elementary,2016,532,468,33,4,23,6,0,30,30,31,30,23,31,vancouver school district,0,5,517,4,20,16,36,16,212,205,44,266,251,418,6037,vancouver,98662,2644,1.21%,1.38%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1211,phantom lake elementary,2016,296,264,16,5,11,0,0,6,6,6,8,9,11,bellevue school district,-1,5,398,1,90,1,91,11,72,177,46,239,159,123,17405,bellevue,98008,3168,0.48%,1.00%
16,jefferson,6,6,"1,365","5,231","10,000","12,656","6,037","1,583","20,276","3,886",12.7,777,20.7,"11,196","10,299",897,"11,200","10,397",803,"11,507","10,703",804,12021,11285,736,"$53,364 ",75.2,29872,91,0.8,2.3,1.6,0.2,0.7,3.4,2.8,89.3,"45,225","43,814","44,348","46,651","46,957","50,161","52,887","54,864","54,786",83,pi program,2016,95,45,35,2,24,10,0,30,27,30,30,33,20,chimacum school district,0,12,65,1,0,1,1,1,7,49,6,29,36,27,16049,chimacum,98325,1724,0.00%,0.00%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1266,picnic point elementary,2016,584,529,23,4,18,1,0,9,9,12,10,9,21,mukilteo school district,0,5,578,1,64,5,69,59,116,262,71,285,293,248,31006,edmonds,98026,4165,0.09%,0.19%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",2099,pine lake middle,2016,911,887,18,4,14,0,0,7,7,3,5,4,11,issaquah school district,6,8,911,1,319,4,323,13,55,479,40,466,445,35,17411,sammamish,98075,3879,0.07%,0.55%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",1133,pine tree elementary,2016,492,441,22,6,15,2,0,15,15,15,15,12,19,kent school district,0,6,491,3,64,29,93,98,115,123,59,269,222,332,17415,kent,98030,3593,0.91%,1.26%
18,kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795 ",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",2020,pinecrest elementary,2016,445,433,5,4,1,0,0,4,4,4,3,3,3,central kitsap school district,-1,6,448,0,19,4,23,20,79,232,94,232,216,197,18401,bremerton,98311,4527,0.06%,0.08%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",1605,pinewood elementary,2016,535,501,32,13,18,1,0,17,17,17,19,18,25,marysville school district,0,5,533,10,16,2,18,6,122,320,57,265,268,244,31025,marysville,98270,3651,0.17%,0.35%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",300,pioneer elementary,2016,425,405,2,0,0,2,1,2,2,2,2,1,2,quincy school district,0,3,434,0,1,0,1,0,387,44,2,195,239,378,13144,quincy,98848,2919,0.42%,0.48%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",300,pioneer elementary,2016,585,530,40,2,32,5,2,28,27,29,27,24,32,arlington school district,0,5,583,1,7,2,9,8,69,439,57,279,304,171,31016,arlington,98223,4573,0.06%,0.21%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",300,pioneer elementary,2016,456,371,39,11,28,1,0,19,20,23,25,35,28,olympia school district,0,5,487,0,32,1,33,6,35,381,32,277,210,110,34111,olympia,98501,3697,0.01%,0.06%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",300,pioneer elementary,2016,476,431,9,4,6,0,0,7,8,7,6,4,6,auburn school district,-1,5,492,1,15,33,48,11,314,87,31,250,242,436,17408,auburn,98002,3227,0.09%,0.10%
