id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,id.1,school_name,school_year,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade,total_enrollment,school_american_indian_alaskan_native,school_asian,school_asian_pacific_islander,school_pacific_islander,school_black,school_hispanic,school_white,school_two_or_more_race,male,female,num_free_reduced_meals,district_number,city,zip,school_code,total_percent_absences,low_income_absence_percent
2,asotin,3,2,"1,610","4,546","3,402","3,134","5,741",861,"9,736","2,867",12.9,966,21.3,"9,707","9,186",521,"9,679","9,212",467,"9,964","9,473",491,10262,9833,429,"$50,777 ",71.6,21623,94.3,0.4,1.4,0.5,0.2,0.8,2.4,3,92.6,"40,035","39,820","40,171","41,703","42,174","43,368","46,107","47,020","46,564",523,highland elementary,2015,348,282,18,4,14,0,0,9,7,8,8,10,9,clarkston school district,0,6,340,4,4,0,4,3,40,266,23,151,189,265,2250,clarkston,99403,3266,0.63%,0.74%
10,ferry,9,12,725,"1,817",972,"1,098","2,202",301,"3,601","1,297",17.3,345,26.9,"2,452","2,173",279,"2,477","2,223",254,"2,491","2,237",254,2539,2259,280,"$43,665 ",61.6,7551,76.3,0.3,16.7,0.7,0.1,1.2,4.8,3.4,75,"38,284","36,712","36,921","37,548","39,596","41,343","40,340","42,330","42,157",526,republic elementary,2015,158,128,30,5,26,0,0,8,8,10,10,10,26,republic school district,0,5,162,2,4,0,4,0,7,129,20,91,71,126,10309,republic,99166,2789,0.03%,0.04%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",527,stanwood elementary,2015,343,278,22,9,14,0,0,9,12,14,10,10,16,stanwood-camano school district,-1,5,395,1,7,0,7,3,33,333,18,202,193,149,31401,stanwood,98292,3125,0.04%,0.08%
2,asotin,3,2,"1,610","4,546","3,402","3,134","5,741",861,"9,736","2,867",12.9,966,21.3,"9,707","9,186",521,"9,679","9,212",467,"9,964","9,473",491,10262,9833,429,"$50,777 ",71.6,21623,94.3,0.4,1.4,0.5,0.2,0.8,2.4,3,92.6,"40,035","39,820","40,171","41,703","42,174","43,368","46,107","47,020","46,564",529,grantham elementary,2015,259,210,20,4,16,0,0,10,10,7,8,8,13,clarkston school district,0,6,257,0,0,0,0,0,24,212,21,138,119,223,2250,clarkston,99403,2962,0.26%,0.30%
31,snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405 ",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",530,lake stevens middle,2015,610,495,20,5,13,2,0,12,8,14,13,10,10,lake stevens school district,6,7,610,4,18,4,22,11,96,422,55,310,300,218,31004,lake stevens,98258,3408,0.62%,1.28%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",531,mead elementary,2015,592,480,32,9,22,2,0,19,22,22,19,15,25,lake washington school district,0,5,590,2,124,0,124,3,46,374,41,309,281,25,17414,sammamish,98074,4096,0.42%,1.54%
16,jefferson,6,6,"1,365","5,231","10,000","12,656","6,037","1,583","20,276","3,886",12.7,777,20.7,"11,196","10,299",897,"11,200","10,397",803,"11,507","10,703",804,12021,11285,736,"$53,364 ",75.2,29872,91,0.8,2.3,1.6,0.2,0.7,3.4,2.8,89.3,"45,225","43,814","44,348","46,651","46,957","50,161","52,887","54,864","54,786",533,chimacum elementary,2015,207,168,31,3,26,2,0,18,18,18,17,19,26,chimacum school district,3,5,208,3,3,0,3,1,15,170,16,121,87,122,16049,chimacum,98325,2697,3.17%,3.96%
14,grays harbor,4,5,"5,801","17,067","7,759","12,020","14,067","2,280","28,367","12,780",18.3,"3,801",26.1,"27,202","24,451","2,751","26,928","24,474","2,454","27,238","24,993","2,245",27971,25993,1978,"$47,619 ",67.1,72797,84.9,1.1,4.6,1.4,0.3,3.9,3.9,8.6,81.4,"39,927","39,452","39,836","40,354","40,323","41,687","43,902","44,627","48,517",534,wishkah valley elementary/high,2015,149,121,8,0,8,0,0,6,3,5,6,5,7,wishkah valley school district,0,12,148,2,0,0,0,2,2,142,0,70,78,66,14117,aberdeen,98520,3375,1.06%,1.45%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",535,cherry valley elementary,2015,496,403,39,5,33,1,0,20,21,26,24,21,33,riverview school district,0,5,502,0,16,0,16,4,65,387,30,257,245,80,17407,duvall,98019,3101,0.05%,0.10%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",536,moran prairie elementary,2015,530,431,29,4,20,3,1,15,15,17,15,18,24,spokane school district,-1,6,533,0,16,0,16,7,24,450,36,292,241,109,32081,spokane,99223,4389,0.17%,0.54%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",537,stella schola,2015,91,74,3,0,3,0,0,2,2,3,2,2,2,lake washington school district,6,8,91,0,36,0,36,0,3,47,5,47,44,5,17414,redmond,98052,1975,0.01%,0.00%
29,skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505 ",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",543,island view elementary,2015,416,339,57,5,51,0,1,32,31,31,36,33,41,anacortes school district,0,6,416,2,13,0,13,6,41,349,5,206,210,164,29103,anacortes,98221,3252,0.49%,0.93%
21,lewis,4,3,"6,686","16,428","8,204","9,654","21,992","2,503","34,149","11,610",15,"3,512",21.4,"30,544","27,780","2,764","31,232","28,588","2,644","31,915","29,452","2,463",33151,30948,2203,"$50,086 ",70.6,75455,89.7,0.5,1.4,0.9,0.2,4,3.2,8.7,86,"38,701","37,947","38,325","41,208","39,609","42,406","47,143","47,893","47,398",548,evaline elementary,2015,38,31,4,0,3,1,0,2,2,2,2,2,4,evaline school district,0,6,37,0,0,0,0,0,6,29,2,18,19,25,21036,winlock,98596,2355,0.00%,0.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",550,sherwood forest elementary,2015,490,400,20,1,6,5,9,10,10,14,14,10,16,federal way school district,-1,5,430,0,94,1,95,38,127,132,38,225,205,206,17405,bellevue,98008,3339,0.78%,1.00%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",550,sherwood forest elementary,2015,490,400,20,1,6,5,9,10,10,14,14,10,16,federal way school district,-1,5,470,0,70,14,84,35,108,176,67,235,235,246,17210,federal way,98023,4374,0.07%,0.11%
30,skamania,1,1,811,"2,451","1,959","2,232","2,928",479,"5,639","1,410",12,392,17.8,"4,947","4,540",407,"4,950","4,580",370,"5,076","4,726",350,5218,4896,322,"$59,639 ",84.1,11066,92.8,0.4,1.6,0.9,0.1,1.3,3,5,89.6,"52,241","50,862","51,223","52,401","51,716","51,429","53,196","52,700","54,729",551,carson elementary,2015,257,210,18,1,16,1,0,13,13,13,13,14,17,stevenson-carson school district,3,6,256,3,0,0,0,6,42,192,13,137,119,147,30303,stevenson,98648,2882,0.37%,0.70%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",552,whitman elementary,2015,575,470,23,9,8,0,0,8,8,12,8,4,18,spokane school district,-1,6,572,8,3,20,23,24,62,364,91,312,260,509,32081,spokane,99207,2191,1.17%,1.32%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",557,meadows elementary,2015,370,303,7,5,2,0,0,4,4,6,4,4,7,north thurston public schools,0,6,405,9,25,4,29,25,96,178,68,218,187,247,34003,lacey,98513,4255,0.42%,0.80%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",204,audubon elementary,2015,466,382,21,3,12,1,0,13,13,14,13,14,17,spokane school district,-1,6,463,11,4,2,6,18,49,320,59,234,229,377,32081,spokane,99205,2128,0.85%,0.98%
2,asotin,3,2,"1,610","4,546","3,402","3,134","5,741",861,"9,736","2,867",12.9,966,21.3,"9,707","9,186",521,"9,679","9,212",467,"9,964","9,473",491,10262,9833,429,"$50,777 ",71.6,21623,94.3,0.4,1.4,0.5,0.2,0.8,2.4,3,92.6,"40,035","39,820","40,171","41,703","42,174","43,368","46,107","47,020","46,564",560,heights elementary,2015,378,310,45,3,41,1,0,17,16,15,18,21,34,clarkston school district,0,6,381,2,2,0,2,3,19,338,17,190,191,129,2250,clarkston,99403,4384,0.34%,0.70%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",561,rochester primary,2015,518,425,18,0,17,1,0,16,16,17,17,16,17,rochester school district,-1,2,552,20,2,0,2,4,130,359,37,294,258,324,34401,rochester,98579,2527,0.57%,0.84%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",568,ilalko elementary,2015,632,520,15,3,10,2,0,10,9,12,11,11,14,auburn school district,-1,5,626,7,50,20,70,20,186,265,78,307,319,369,17408,auburn,98092,4417,0.66%,0.92%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",120,madison elementary,2015,353,291,18,3,13,1,0,11,11,9,11,9,12,spokane school district,0,6,359,3,6,2,8,5,29,273,41,180,179,273,32081,spokane,99205,2708,0.63%,0.80%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",574,gess elementary,2015,332,274,52,6,44,2,0,27,27,28,27,27,47,chewelah school district,0,6,339,1,3,2,5,3,18,302,10,198,141,241,33036,chewelah,99109,2664,1.22%,1.56%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",575,lidgerwood elementary,2015,378,312,14,1,10,3,0,11,11,10,10,4,9,spokane school district,0,6,378,4,9,11,20,13,57,202,82,189,189,336,32081,spokane,99208,2952,0.56%,0.63%
20,klickitat,6,4,"1,925","4,274","3,972","4,194","5,789",786,"10,769","3,139",14.5,884,21.5,"9,586","8,844",742,"9,458","8,775",683,"9,642","8,993",649,10051,9465,586,"$55,282 ",77.9,20318,87.7,0.2,2.4,0.6,0.1,5.6,3.3,10.7,83.8,"41,105","42,782","43,104","44,825","46,733","48,086","49,543","51,314","51,979",576,wishram high and elementary,2015,80,66,6,3,1,1,1,4,3,6,6,5,3,wishram school district,-1,12,86,12,0,0,0,0,18,48,8,58,28,81,20094,wishram,98673,2605,0.10%,0.10%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",579,hazelwood elementary,2015,575,475,36,9,28,0,0,27,25,32,28,16,34,auburn school district,-1,5,574,3,154,0,154,34,56,272,55,288,286,128,17403,newcastle,98056,3485,0.43%,1.28%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",579,hazelwood elementary,2015,575,475,36,9,28,0,0,27,25,32,28,16,34,auburn school district,-1,5,578,5,39,13,52,14,156,306,45,289,289,294,17408,auburn,98092,4347,0.12%,0.23%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",580,longfellow elementary,2015,564,466,35,6,26,1,0,18,18,17,14,13,30,spokane school district,0,6,566,14,7,8,15,11,67,364,95,288,278,462,32081,spokane,99207,3718,1.00%,1.19%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",581,bell elementary,2015,384,318,34,8,25,1,1,22,24,22,21,19,28,lake washington school district,0,5,404,1,51,1,52,12,78,234,27,216,188,105,17414,kirkland,98033,3592,0.69%,1.37%
13,grant,5,8,"13,858","14,920","9,369","7,810","18,518","2,018","28,346","13,838",14.7,"5,656",20.3,"44,845","41,513","3,332","44,711","41,432","3,279","44,567","41,422","3,145",45310,42475,2835,"$55,807 ",78.7,89120,72.8,1.1,1.2,0.9,0.1,20.4,3.5,38.3,57.3,"41,195","42,799","42,994","45,021","46,036","50,356","50,067","52,981","51,330",583,lake roosevelt elementary,2015,395,327,16,3,13,1,0,11,11,11,9,8,13,grand coulee dam school district,-1,4,399,124,1,2,3,1,45,132,94,201,198,270,13301,coulee dam,99116,2802,0.03%,0.04%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",584,rainier elementary,2015,360,298,37,8,28,1,0,22,22,25,24,26,34,rainier school district,0,5,371,5,3,1,4,1,42,294,25,184,187,210,34307,rainier,98576,4486,0.00%,0.00%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",585,sunnyland elementary,2015,290,240,27,4,23,0,0,17,17,15,17,21,22,bellingham school district,-1,5,303,5,21,1,22,3,51,200,22,157,146,181,37501,bellingham,98225,2387,0.05%,0.10%
34,thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370 ",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",586,boston harbor elementary,2015,140,116,7,2,5,0,0,5,4,6,5,3,7,olympia school district,0,5,151,0,3,0,3,1,14,123,10,76,75,36,34111,olympia,98506,2487,0.13%,0.64%
37,whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026 ",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",588,parkview elementary,2015,299,248,41,7,34,0,0,21,21,24,25,30,36,bellingham school district,-1,5,297,3,3,0,3,6,37,217,31,157,140,109,37501,bellingham,98225,3202,0.42%,0.89%
2,asotin,3,2,"1,610","4,546","3,402","3,134","5,741",861,"9,736","2,867",12.9,966,21.3,"9,707","9,186",521,"9,679","9,212",467,"9,964","9,473",491,10262,9833,429,"$50,777 ",71.6,21623,94.3,0.4,1.4,0.5,0.2,0.8,2.4,3,92.6,"40,035","39,820","40,171","41,703","42,174","43,368","46,107","47,020","46,564",589,parkway elementary,2015,356,295,19,4,14,1,0,5,6,5,6,8,11,clarkston school district,0,6,353,7,6,0,6,14,14,308,4,192,161,248,2250,clarkston,99403,2823,0.59%,0.75%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",590,scenic hill elementary,2015,620,514,13,3,10,0,0,8,8,7,8,8,8,kent school district,0,6,611,2,39,13,52,106,257,125,69,319,292,528,17415,kent,98030,3389,1.84%,2.46%
19,kittitas,4,3,"2,337","6,298","9,207","7,489","10,100","1,366","18,955","6,185",14.2,"1,112",14.2,"20,200","18,801","1,399","20,847","19,544","1,303","21,533","20,265","1,268",22228,21048,1180,"$56,393 ",79.5,40915,89.3,0.9,1,2,0.1,3.7,3,7.6,86.1,"41,629","41,321","41,601","43,098","46,690","47,519","46,904","49,275","52,429",103,lincoln elementary,2015,489,406,35,7,24,4,0,20,21,23,19,22,26,ellensburg school district,0,5,472,6,10,2,12,4,103,343,4,234,238,187,19401,ellensburg,98926,2741,0.00%,0.00%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",112,roosevelt elementary,2015,689,572,28,3,20,6,0,22,22,24,22,19,26,vancouver school district,0,5,695,0,24,38,62,11,324,265,33,346,349,587,6037,vancouver,98661,4410,2.32%,2.62%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",594,chinook middle,2015,1032,858,78,29,48,1,0,31,0,19,21,24,49,bellevue school district,6,8,630,3,101,39,140,102,282,82,21,306,324,514,17401,seatac,98188,3098,1.45%,1.68%
17,king,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519 ",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",594,chinook middle,2015,1032,858,78,29,48,1,0,31,0,19,21,24,49,bellevue school district,6,8,1026,0,285,2,287,26,63,533,117,515,511,124,17405,bellevue,98006,3338,0.26%,1.45%
33,stevens,2,2,"3,295","10,412","5,805","5,767","15,161","1,749","22,677","6,589",14.8,"2,258",23.6,"17,400","15,781","1,619","17,451","15,886","1,565","17,882","16,428","1,454",18284,16956,1328,"$52,136 ",73.5,43531,89.4,0.3,5.5,0.5,0.2,0.7,3.3,2.7,87.9,"41,619","40,008","40,282","41,643","45,528","45,683","42,417","44,467","53,245",595,kettle falls middle,2015,219,182,37,3,34,0,1,12,10,17,14,26,18,kettle falls school district,5,8,221,8,1,0,1,0,13,194,5,110,111,125,33212,kettle falls,99141,3198,0.09%,0.14%
32,spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438 ",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",598,riverside middle,2015,358,298,26,1,25,2,0,11,11,10,9,14,8,riverside school district,6,8,360,15,3,1,4,3,17,317,4,188,172,183,32416,chattaroy,99003,3466,0.46%,0.78%
5,clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070 ",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",112,roosevelt elementary,2015,501,417,32,5,27,0,0,21,20,21,23,22,27,port angeles school district,0,6,505,3,7,0,7,1,26,407,61,265,240,244,5121,port angeles,98362,5115,0.05%,0.10%
30,skamania,1,1,811,"2,451","1,959","2,232","2,928",479,"5,639","1,410",12,392,17.8,"4,947","4,540",407,"4,950","4,580",370,"5,076","4,726",350,5218,4896,322,"$59,639 ",84.1,11066,92.8,0.4,1.6,0.9,0.1,1.3,3,5,89.6,"52,241","50,862","51,223","52,401","51,716","51,429","53,196","52,700","54,729",600,wind river middle,2015,143,119,13,1,8,4,0,6,5,6,9,6,0,stevenson-carson school district,7,8,142,0,1,0,1,0,23,109,9,77,65,66,30303,stevenson,98648,3800,2.07%,3.56%
6,clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243 ",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",605,amboy middle,2015,615,513,71,9,64,2,0,37,32,43,40,49,26,battle ground school district,5,8,616,1,0,0,0,0,19,586,10,314,302,234,6119,battle ground,98604,2671,1.04%,1.82%
