county_id,county,rural_urban,urban_influence,less_than_high_school,high_school,bachelors,clinton,trump,otherVotes,totalVotes,num_pov_all,percent_pov_all,num_pov_child,percent_pov_child,labor_total_2014,employed_2014,unemployed_2014,labor_total_2015,employed_2015,unemployed_2015,labor_total_2016,employed_2016,unemployed_2016,labor_total_2017,employed_2017,unemployed_2017,med_household_income_2017,medHHIncome_percent_state_2017,totalPop,white,black,native,asian,pacificIslander,otherRace,multiracial,hispanicLatino,whiteAlone,census_2009,estimate_2010,estimate_2011,estimate_2012,estimate_2013,estimate_2014,estimate_2015,prelim_estimate_2016,projection_2017,school_id,school_name,school_year,percent_immunization,k12_enrollment,all_immunizations,any_exempt,medical_exempt,personal_exempt,religious_exempt,religious_mem_exempt,diphtheria_tetanus,pertussis,mmr,polio,hepatitisB,varicella,school_district,start_grade,end_grade
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",872,EASTSIDE CHRISTIAN SCHOOL,2016,65.71428571,245,161,9,2,6,2,0,6,6,6,6,8,8,BELLEVUE SCHOOL DISTRICT,-1,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",873,BELLEVUE CHRISTIAN SCHOOL,2016,94.67455621,507,480,18,1,17,0,0,13,13,8,9,10,14,BELLEVUE SCHOOL DISTRICT,7,12
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",874,GREEN MOUNTAIN ELEMENTARY,2016,94.30894309,369,348,19,5,13,1,0,12,12,16,13,13,16,CENTRAL KITSAP SCHOOL DISTRICT,-1,6
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",876,CLARK COUNTY SKILLS CENTER,2016,6.456043956,728,47,35,2,30,3,0,29,29,26,22,24,30,EVERGREEN SCHOOL DISTRICT (CLARK),9,12
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",877,ANNIE WRIGHT SCHOOL,2016,93.65426696,457,428,24,4,20,0,0,18,18,18,18,21,19,TACOMA SCHOOL DISTRICT,-1,12
4,Chelan,3,2,"8,678","13,920","13,296","13,032","18,114","2,234","33,380","10,059",13.3,"3,058",17,"41,171","38,639","2,532","42,636","40,246","2,390","43,289","40,840","2,449",44518,42349,2169,"$57,284",80.7,72453,79.3,0.3,1,0.8,0.1,15.7,2.7,25.8,70.7,"46,780","45,478","46,275","47,265","51,713","50,825","53,068","55,109","53,388",878,ICICLE RIVER MIDDLE SCHOOL,2016,92.36111111,288,266,22,0,22,0,0,20,20,17,18,16,18,CASCADE SCHOOL DISTRICT,6,8
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",604,HOLY FAMILY SCHOOL,2016,97.4025974,77,75,2,0,0,2,0,2,2,2,2,2,2,NORTH THURSTON PUBLIC SCHOOLS,-1,8
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",879,GRANGER MIDDLE SCHOOL,2016,99.16666667,480,476,1,0,0,1,0,0,0,0,0,0,1,GRANGER SCHOOL DISTRICT,5,8
9,Douglas,3,2,"4,844","7,828","4,834","4,918","9,603","1,022","15,543","5,578",13.4,"2,075",19.3,"19,328","17,954","1,374","19,776","18,503","1,273","20,536","19,136","1,400",21012,19812,1200,"$54,580",76.9,38431,79.6,0.3,1.1,0.7,0.1,15.6,2.6,28.7,67.8,"46,269","46,159","46,723","48,050","49,030","50,878","50,886","52,364","53,345",880,CLOVIS POINT,2016,99.2,625,620,5,1,3,1,0,4,4,3,3,3,4,EASTMONT SCHOOL DISTRICT,6,7
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",881,FISHERS LANDING ELEMENTARY SCHOOL,2016,80.69381599,663,535,39,5,25,0,9,26,26,30,32,29,33,EVERGREEN SCHOOL DISTRICT (CLARK),0,5
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",883,HAYES FREEDOM HIGH SCHOOL,2016,86.66666667,150,130,20,2,16,3,0,10,8,9,5,9,14,CAMAS SCHOOL DISTRICT,9,12
38,Whitman,4,5,"1,075","4,006","11,311","8,146","7,403","1,756","17,305","9,161",21.4,"1,043",14.2,"22,153","20,998","1,155","22,754","21,641","1,113","23,110","21,965","1,145",23465,22426,1039,"$44,913",63.3,44776,84.6,1.7,0.7,7.8,0.2,1.4,3.6,4.6,82.1,"32,037","31,062","31,396","32,570","43,091","42,218","43,379","49,946","48,665",524,FRANKLIN ELEMENTARY,2016,87.30853392,457,399,15,2,12,1,0,9,9,8,9,10,9,PULLMAN SCHOOL DISTRICT,0,5
19,Kittitas,4,3,"2,337","6,298","9,207","7,489","10,100","1,366","18,955","6,185",14.2,"1,112",14.2,"20,200","18,801","1,399","20,847","19,544","1,303","21,533","20,265","1,268",22228,21048,1180,"$56,393",79.5,40915,89.3,0.9,1,2,0.1,3.7,3,7.6,86.1,"41,629","41,321","41,601","43,098","46,690","47,519","46,904","49,275","52,429",884,DAMMAN ELEMENTARY,2016,94.11764706,34,32,2,0,2,0,0,1,1,1,1,0,2,DAMMAN SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",885,EASTSIDE ACADEMY OVERLAKE CAMPUS,2016,100,16,16,0,0,0,0,0,0,0,0,0,0,0,BELLEVUE SCHOOL DISTRICT,9,12
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",886,BERTSCHI SCHOOL,2016,88.39285714,224,198,26,1,24,0,1,9,2,14,19,19,17,SEATTLE PUBLIC SCHOOLS,-1,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",887,ARTHUR JACOBSEN ELEMENTARY,2016,94.69178082,584,553,25,3,21,1,0,23,21,22,23,13,23,AUBURN SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",505,HAZELWOOD ELEMENTARY SCHOOL,2016,88.68940754,557,494,54,16,41,1,0,41,41,45,44,38,47,AUBURN SCHOOL DISTRICT,-1,5
34,Thurston,2,2,"11,679","41,393","64,621","68,798","48,624","11,988","129,410","29,034",10.5,"7,476",12.5,"123,392","115,391","8,001","125,764","118,204","7,560","129,787","122,547","7,240",134847,128150,6697,"$71,370",100.6,252264,82.4,2.7,1.4,5.2,0.8,2.2,5.3,7.1,78.9,"60,978","60,038","60,621","62,009","63,408","65,288","61,676","63,286","66,725",361,GARFIELD ELEMENTARY SCHOOL,2016,77.34553776,437,338,40,7,32,3,0,20,19,22,28,31,30,OLYMPIA SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",888,GREEN DOT DESTINY MIDDLE SCHOOL,2016,89.23076923,260,232,1,0,1,0,0,1,1,1,1,1,1,GREEN DOT PUBLIC SCHOOLS WASHINGTON STATE CHARTER DISTRICT,6,8
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",889,COLLEGE PLACE ELEMENTARY,2016,88.05668016,494,435,18,6,8,1,4,16,15,16,15,14,15,EDMONDS SCHOOL DISTRICT,0,6
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",890,AYLEN JR HIGH,2016,96.1038961,693,666,26,7,20,0,0,12,17,13,13,10,20,PUYALLUP SCHOOL DISTRICT,7,9
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",891,DISCOVERY DEPOT MONTESSORI,2016,90,20,18,0,0,0,0,0,0,0,0,0,0,8,CENTRAL KITSAP SCHOOL DISTRICT,-1,1
20,Klickitat,6,4,"1,925","4,274","3,972","4,194","5,789",786,"10,769","3,139",14.5,884,21.5,"9,586","8,844",742,"9,458","8,775",683,"9,642","8,993",649,10051,9465,586,"$55,282",77.9,20318,87.7,0.2,2.4,0.6,0.1,5.6,3.3,10.7,83.8,"41,105","42,782","43,104","44,825","46,733","48,086","49,543","51,314","51,979",892,GOLDENDALE HIGH SCHOOL,2016,92.01277955,313,288,23,2,11,7,3,6,6,8,9,7,19,GOLDENDALE SCHOOL DISTRICT,9,12
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",893,CYPRESS ADVENTIST SCHOOL,2016,96.66666667,30,29,0,0,0,0,0,0,0,0,0,0,0,EDMONDS SCHOOL DISTRICT,-1,8
6,Clark,1,1,"24,507","74,832","88,831","92,757","92,441","14,962","200,160","48,088",10.2,"15,499",13.6,"209,309","194,621","14,688","214,351","200,483","13,868","220,790","207,514","13,276",227382,215782,11600,"$74,243",104.7,425363,85.4,2,0.9,4.1,0.6,2.9,4,7.6,81.8,"54,370","54,581","54,951","56,054","57,852","61,711","63,639","66,782","71,618",895,HOSANNA CHRISTIAN SCHOOL,2016,60.46511628,86,52,15,1,12,3,0,14,14,15,14,15,14,VANCOUVER SCHOOL DISTRICT,-1,8
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",896,EVERGREEN MIDDLE SCHOOL,2016,93.0013459,743,691,47,3,45,1,0,35,31,21,22,21,30,CENTRAL VALLEY SCHOOL DISTRICT,6,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",897,CLEVELAND HIGH SCHOOL,2016,85.31468531,858,732,101,87,15,1,1,9,9,13,10,16,87,SEATTLE PUBLIC SCHOOLS,9,12
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",898,FOREST PARK ADVENTIST SCHOOL,2016,63.88888889,36,23,2,0,2,0,0,2,2,2,2,2,2,EVERETT SCHOOL DISTRICT,0,8
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",899,CANYON PARK JR HIGH,2016,91.80929095,818,751,53,3,48,1,1,29,29,24,27,30,34,NORTHSHORE SCHOOL DISTRICT,7,9
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",900,FRENCH IMMERSION SCHOOL OF WASHINGTON,2016,87.1559633,109,95,14,14,0,0,0,5,5,5,6,3,12,BELLEVUE SCHOOL DISTRICT,-1,5
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",901,BALBOA ELEMENTARY,2016,90.93333333,375,341,32,11,21,0,0,17,17,16,15,14,26,SPOKANE SCHOOL DISTRICT,-1,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",902,BOTHELL HIGH SCHOOL,2016,90.76655052,1722,1563,57,7,46,2,3,39,39,33,30,36,36,NORTHSHORE SCHOOL DISTRICT,10,12
37,Whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",903,COVENANT CHRISTIAN SCHOOL,2016,75.86206897,29,22,7,0,3,4,0,7,7,7,7,7,7,LYNDEN SCHOOL DISTRICT,0,8
9,Douglas,3,2,"4,844","7,828","4,834","4,918","9,603","1,022","15,543","5,578",13.4,"2,075",19.3,"19,328","17,954","1,374","19,776","18,503","1,273","20,536","19,136","1,400",21012,19812,1200,"$54,580",76.9,38431,79.6,0.3,1.1,0.7,0.1,15.6,2.6,28.7,67.8,"46,269","46,159","46,723","48,050","49,030","50,878","50,886","52,364","53,345",791,CASCADE ELEMENTARY,2016,96.6469428,507,490,12,4,8,0,0,7,7,10,7,4,11,EASTMONT SCHOOL DISTRICT,0,5
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",904,GRASS LAKE ELEMENTARY SCHOOL,2016,95.35452323,409,390,11,4,7,0,0,7,7,5,7,7,7,KENT SCHOOL DISTRICT,0,6
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",905,HOLY TRINITY LUTHERAN SCHOOL,2016,88.4057971,138,122,7,0,7,0,0,3,3,3,3,6,5,FEDERAL WAY SCHOOL DISTRICT,-1,8
29,Skagit,3,2,"9,031","22,414","21,670","26,690","24,736","4,542","55,968","14,061",11.3,"4,255",15.8,"56,490","52,399","4,091","56,713","52,843","3,870","57,965","54,231","3,734",59436,56167,3269,"$65,505",92.3,116901,83.4,0.7,2.2,1.8,0.2,8.7,3.2,16.9,76.7,"55,572","54,426","55,085","56,443","56,058","54,852","56,322","55,524","58,990",906,CENTENNIAL ELEMENTARY SCHOOL,2016,96.11111111,540,519,16,1,10,0,5,14,15,16,15,10,15,MOUNT VERNON SCHOOL DISTRICT,0,6
24,Okanogan,6,6,"5,090","8,900","5,265","6,298","9,610","1,183","17,091","8,415",20.4,"2,707",28.6,"21,316","19,796","1,520","21,239","19,756","1,483","21,406","19,997","1,409",20930,19492,1438,"$44,819",63.2,41120,73.9,0.4,11.4,0.6,0.1,10.1,3.5,17.6,68.3,"35,227","34,915","35,161","35,848","36,292","35,146","41,426","41,028","40,912",907,BREWSTER ALTERNATIVE HIGH SCHOOL,2016,95.83333333,24,23,1,0,1,0,0,1,1,0,0,0,0,BREWSTER SCHOOL DISTRICT,9,12
39,Yakima,3,2,"40,106","42,280","23,796","31,291","41,735","4,724","77,750","44,726",18.1,"19,143",26.1,"119,487","109,113","10,374","121,810","111,910","9,900","125,834","116,419","9,415",126814,118212,8602,"$47,573",67.1,243231,63.7,1,4.3,1.1,0.1,26.1,3.7,45,47.7,"39,836","40,802","41,164","42,162","40,696","43,050","46,422","46,957","48,300",908,APPLE VALLEY ELEMENTARY,2016,96.72619048,336,325,9,2,8,0,0,3,3,5,5,7,7,WEST VALLEY SCHOOL DISTRICT (YAKIMA),0,4
37,Whatcom,3,2,"10,788","32,069","47,150","60,340","40,599","8,734","109,673","28,131",13,"5,603",13.1,"101,316","94,670","6,646","104,285","98,036","6,249","107,124","100,951","6,173",110074,104560,5514,"$61,026",86,201140,85.4,1,2.8,3.5,0.2,3.3,3.8,7.8,81.9,"49,761","49,294","49,775","51,268","50,879","53,481","54,522","55,710","57,291",910,EVERSON ELEMENTARY,2016,90.53030303,264,239,10,4,7,0,0,7,7,7,8,6,10,NOOKSACK VALLEY SCHOOL DISTRICT,-1,5
18,Kitsap,2,2,"10,099","40,078","56,652","63,156","49,018","12,143","124,317","21,357",8.3,"5,828",10.8,"113,577","106,632","6,945","115,357","108,912","6,445","118,179","111,669","6,510",121104,115166,5938,"$72,795",102.6,251133,82.6,2.6,1.6,4.9,0.9,1.6,5.8,6.2,79.1,"56,863","54,804","55,400","57,155","60,200","59,605","65,156","66,569","69,495",912,CLEAR CREEK ELEMENTARY SCHOOL,2016,94.03578529,503,473,8,1,6,1,0,4,4,6,6,2,5,CENTRAL KITSAP SCHOOL DISTRICT,-1,6
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",913,ASSUMPTION SCHOOL,2016,93.06358382,173,161,12,0,12,0,0,9,9,10,8,8,11,SPOKANE SCHOOL DISTRICT,-1,8
9,Douglas,3,2,"4,844","7,828","4,834","4,918","9,603","1,022","15,543","5,578",13.4,"2,075",19.3,"19,328","17,954","1,374","19,776","18,503","1,273","20,536","19,136","1,400",21012,19812,1200,"$54,580",76.9,38431,79.6,0.3,1.1,0.7,0.1,15.6,2.6,28.7,67.8,"46,269","46,159","46,723","48,050","49,030","50,878","50,886","52,364","53,345",914,BRIDGEPORT HIGH SCHOOL,2016,87.5,232,203,2,0,2,0,0,1,1,1,0,1,2,BRIDGEPORT SCHOOL DISTRICT,9,12
27,Pierce,1,1,"49,350","156,368","146,169","172,538","146,824","29,123","348,485","87,596",10.2,"24,504",12.1,"385,485","358,486","26,999","392,345","366,996","25,349","404,636","380,551","24,085",417219,394842,22377,"$69,027",97.3,795225,74.2,6.8,1.4,6,1.3,3.5,6.8,9.2,70.3,"56,555","55,531","56,114","57,162","57,238","59,998","59,566","61,042","65,246",915,CURTIS JUNIOR HIGH,2016,93.21314952,943,879,55,14,32,8,4,33,29,33,29,27,38,UNIVERSITY PLACE SCHOOL DISTRICT,8,9
17,King,1,1,"110,255","233,178","754,825","718,322","216,339","63,838","998,499","200,415",9.3,"51,372",11.6,"1,158,195","1,103,941","54,254","1,178,040","1,127,580","50,460","1,204,361","1,156,940","47,421",1230208,1184708,45500,"$89,519",126.2,1931249,68.7,6.2,0.8,14.6,0.8,3.9,5,8.9,64.8,"65,877","65,383","66,294","68,313","71,122","75,045","80,998","84,897","89,142",916,GREGORY HEIGHTS ELEMENTARY,2016,93.33333333,675,630,8,0,8,0,0,2,2,3,3,4,3,HIGHLINE SCHOOL DISTRICT,-1,6
31,Snohomish,1,1,"42,779","125,483","166,141","185,227","128,255","28,691","342,173","58,157",7.3,"15,712",8.8,"395,565","374,903","20,662","401,650","382,890","18,760","412,294","394,461","17,833",421369,403989,17380,"$82,405",116.2,713335,78.4,2.5,1.4,8.9,0.4,3.8,4.6,9,74.3,"63,297","62,034","62,687","64,033","64,391","68,637","75,292","77,985","80,579",917,EVERETT HIGH SCHOOL,2016,80.3986711,1505,1210,67,7,55,6,1,38,33,39,45,43,45,EVERETT SCHOOL DISTRICT,9,12
32,Spokane,2,2,"21,961","82,002","97,348","93,767","113,435","20,044","227,246","69,334",14.1,"18,816",17,"225,474","209,773","15,701","227,903","212,951","14,952","234,478","220,390","14,088",240421,227426,12995,"$53,438",75.3,471221,89.2,1.7,1.5,2.1,0.4,1.2,3.8,4.5,86.7,"46,983","46,320","46,846","48,265","48,312","50,856","48,189","49,482","53,809",919,GREENACRES MIDDLE SCHOOL,2016,92.73670558,771,715,50,4,41,2,4,36,31,22,23,20,37,CENTRAL VALLEY SCHOOL DISTRICT,6,8
5,Clallam,5,8,"4,447","15,131","13,910","17,677","18,794","2,986","39,457","12,090",16.4,"3,246",25.5,"26,738","24,493","2,245","26,809","24,621","2,188","27,313","25,259","2,054",27927,26023,1904,"$49,070",69.2,71404,87,0.8,5.1,1.4,0.1,1.8,3.8,5.1,84.6,"38,647","38,397","38,886","41,887","44,824","45,454","46,241","48,187","51,070",920,FORKS ELEMENTARY SCHOOL,2016,87.89808917,314,276,3,2,1,0,0,0,2,0,1,1,3,QUILLAYUTE VALLEY SCHOOL DISTRICT,-1,5
8,Cowlitz,3,2,"8,208","22,062","11,507","17,908","24,185","3,599","45,692","17,302",16.4,"5,044",21,"43,617","40,102","3,515","44,124","40,697","3,427","44,844","41,668","3,176",46010,43224,2786,"$50,617",71.3,102410,88.9,0.6,1.5,1.5,0.2,3.5,3.7,7.8,85.8,"40,572","40,867","41,406","42,752","43,409","39,635","49,997","48,208","49,420",489,CASCADE MIDDLE SCHOOL,2016,94.12878788,528,497,25,6,17,2,2,16,16,16,12,10,20,LONGVIEW SCHOOL DISTRICT,6,8
