District Code,District,School Code,School,Days In Year,Grade 1-8 Students,American Indian,Asian,Pacific Islander,Black,Hispanic,White,Two or More Races,Special Education,Bilingual,Low Income,Grade Span,Confirmed Reported Grade 1-8 Data
31201,Snohomish,1757,Snohomish Online Learning,159,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jul,Yes
15201,Oak Harbor,1758,Homeconnection,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17210,Federal Way,1759,Internet Academy,159,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
29011,Concrete,1762,Skagit River School House,171,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
33036,Chewelah,1763,Home Link Alternative,170,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
32081,Spokane,1767,The Healing Lodge,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Aug,Yes
17412,Shoreline,1771,Home Education Exchange,158,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-10,Yes
31103,Monroe,1777,Sky Valley Education Center,155,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17403,Renton,1784,H.O.M.E. Program,164,0.17%,0.00%,0.00%,0.00%,0.37%,0.00%,0.18%,0.00%,0.00%,8.54%,1.07%,K-12,Yes
17210,Federal Way,1789,Federal Way Public Academy,159,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,10-Jun,Yes
27083,University Place,1790,University Place Special Educ,1,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17001,Seattle,1796,Salmon Bay K-8 School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-8,No
16050,Port Townsend,1798,OCEAN,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
37501,Bellingham,1799,Visions (Seamar Youth Center),165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jun,Yes
17414,Lake Washington,1800,Environmental & Adventure School,163,0.06%,0.00%,0.17%,0.00%,0.00%,0.00%,0.04%,0.11%,0.48%,0.00%,0.00%,8-Jun,Yes
6114,Evergreen (Clark),1801,iQ Academy Washington,163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jul,Yes
31002,Everett,1810,Sno Co Jail,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jul,No
17417,Northshore,1814,Northshore Networks,162,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17417,Northshore,1815,Northshore Special Services,162,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
17402,Vashon Island,1822,Family Link,163,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
21232,Winlock,1829,Winolequa Learning Academy,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,12-Jun,No
31015,Edmonds,1830,Contracted Schools,162,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Apr,Yes
6119,Battle Ground,1836,CAM Academy,156,0.13%,0.00%,0.00%,0.00%,0.00%,0.00%,0.13%,0.19%,0.75%,0.09%,0.29%,12-Mar,Yes
18303,Bainbridge Island,1841,Mosaic Home Education Partnership,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
24350,Methow Valley,1845,Home School Experience,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-12,No
31006,Mukilteo,1848,Special Services,160,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
33049,Wellpinit,1851,Wellpinit Alliance High School,171,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Aug,Yes
32414,Deer Park,1852,Deer Park Home Link Program,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-12,No
17407,Riverview,1854,PARADE,161,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
33207,Mary Walker,1857,Springdale Academy,169,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
32354,Mead,1858,Mead Education Partnership Prog,170,0.12%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.51%,1.18%,1.31%,0.37%,K-12,Yes
23403,North Mason,1861,North Mason Homelink Program,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
31025,Marysville,1862,Marysville Coop Program,166,0.17%,0.12%,0.00%,0.00%,0.00%,0.23%,0.19%,0.04%,0.63%,0.00%,0.40%,K-5,Yes
6119,Battle Ground,1875,Homelink River,156,1.00%,3.10%,0.09%,0.00%,0.88%,0.94%,0.97%,1.24%,1.63%,1.28%,1.71%,K-12,Yes
27400,Clover Park,1881,Re-Entry Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
27400,Clover Park,1882,Special Education Services/relife,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-12,No
3017,Kennewick,1884,Legacy High School,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Jun,Yes
28137,Orcas Island,1892,OASIS K-12,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-12,No
5121,Port Angeles,1897,Special Education,166,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
10309,Republic,1898,Republic Parent Partner,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-12,No
25116,Raymond,1902,Raymond Home Link School,169,0.05%,0.00%,0.00%,0.00%,0.00%,0.00%,0.07%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
31201,Snohomish,1904,Parent Partnerhip,159,1.41%,0.00%,0.00%,0.00%,3.77%,1.17%,1.31%,0.00%,1.10%,0.00%,2.52%,K-12,Yes
31002,Everett,1907,Port Gardner,164,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
31025,Marysville,1910,Marysville SD Special,166,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-13,Yes
17408,Auburn,1915,Special Ed School,161,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
32416,Riverside,1919,Independent Scholar,103,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
10050,Curlew,1921,Curlew Parent Partner,166,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
33183,Loon Lake,1922,Loon Lake Homelink Program,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-8,No
6114,Evergreen (Clark),1926,Home Choice Academy,163,0.27%,0.00%,0.15%,0.00%,0.00%,0.13%,0.28%,0.46%,0.21%,0.25%,0.52%,K-12,Yes
33070,Valley,1932,Columbia Virtual Academy,170,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
18303,Bainbridge Island,1939,Bainbridge Special Education Services,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
3017,Kennewick,1941,Mid-Columbia Parent Partnership,172,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17412,Shoreline,1942,Cascade K-8 Community School,158,0.21%,0.63%,0.27%,0.00%,0.18%,0.10%,0.18%,0.51%,0.35%,0.32%,0.34%,K-8,Yes
17210,Federal Way,1951,Support School,159,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
38301,Palouse,1961,Palouse at Garfield Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
28149,San Juan Island,1963,Griffin Bay School,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
32356,Central Valley,1964,Spokane Valley Learning Academy,167,0.83%,0.00%,0.00%,0.00%,0.00%,0.00%,0.84%,0.60%,5.39%,0.30%,2.06%,K-12,Yes
31015,Edmonds,1966,Edmonds Heights K-12,162,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
13165,Ephrata,1971,Sage Hills High School,159,21.38%,0.00%,0.00%,0.00%,0.00%,0.00%,21.38%,0.00%,0.00%,0.00%,17.61%,12-Aug,Yes
17401,Highline,1973,Satellite High School,167,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
17414,Lake Washington,1975,Stella Schola,162,0.01%,0.00%,0.00%,0.00%,0.00%,0.00%,0.02%,0.00%,0.00%,0.00%,0.00%,8-Jun,Yes
37504,Lynden,1983,Lynden Academy,164,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
17903,Muckleshoot Indian Tribe,1986,Muckleshoot Tribal School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-12,No
29320,Mount Vernon,1992,Skagit Family Learning Center MVSD,180,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-12,Yes
3400,Richland,2001,Special Programs,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-12,No
10050,Curlew,2006,Curlew Elem & High School,166,0.32%,0.00%,0.00%,0.00%,0.00%,0.17%,0.30%,0.90%,0.33%,0.00%,0.48%,K-12,Yes
11054,Star No. 054,2007,Star Elem School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5-Feb,No
14104,Satsop,2010,Satsop Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-6,No
18400,North Kitsap,2026,Poulsbo Elementary School,163,0.07%,0.00%,0.00%,0.00%,0.25%,0.10%,0.07%,0.09%,0.11%,0.07%,0.17%,PK-5,Yes
27010,Tacoma,2036,Larchmont,163,3.09%,2.45%,1.56%,2.63%,2.69%,3.59%,3.31%,3.91%,4.54%,2.96%,3.40%,PK-5,Yes
27001,Steilacoom Hist.,2040,Anderson Island Elementary,168,0.18%,0.00%,0.00%,0.00%,0.00%,0.00%,0.24%,0.00%,0.69%,0.00%,0.30%,K-5,Yes
27400,Clover Park,2041,Firwood,170,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,12-Apr,Yes
32081,Spokane,2045,Shrine Hospital,168,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-12,Yes
33030,Onion Creek,2049,Onion Creek Elementary,169,1.61%,0.00%,0.00%,0.00%,0.00%,0.30%,1.53%,2.37%,0.39%,0.00%,1.73%,PK-8,Yes
38265,Tekoa,2052,Tekoa Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-6,No
32081,Spokane,2056,Holmes Elementary,168,2.13%,2.68%,0.00%,2.87%,0.97%,1.40%,2.00%,3.55%,2.45%,1.60%,2.33%,PK-6,Yes
17001,Seattle,2061,Green Lake Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
33211,Northport,2062,Northport Elementary School,169,1.19%,0.00%,0.00%,0.00%,0.00%,0.70%,1.31%,0.79%,1.87%,0.00%,1.56%,K-8,Yes
17001,Seattle,2063,John Hay Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
31002,Everett,2065,Garfield Elementary School,165,0.92%,0.45%,0.39%,0.51%,1.62%,0.82%,0.96%,1.15%,1.18%,0.91%,1.13%,PK-5,Yes
37501,Bellingham,2066,Fairhaven Middle School,165,0.48%,0.00%,0.13%,0.00%,0.40%,1.39%,0.40%,0.55%,0.66%,0.61%,1.72%,8-Jun,Yes
37501,Bellingham,2067,Roosevelt Elementary School,165,0.28%,1.58%,0.00%,0.00%,0.10%,0.34%,0.25%,0.15%,0.41%,0.19%,0.48%,PK-5,Yes
17001,Seattle,2069,Madrona K-5 School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-8,No
17001,Seattle,2070,Beacon Hill International School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
31201,Snohomish,2073,Machias Elementary,159,1.49%,1.89%,0.28%,0.00%,0.00%,2.50%,1.44%,1.03%,2.30%,2.59%,2.65%,K-6,Yes
36140,Walla Walla,2074,Berney Elementary School,170,0.10%,0.00%,0.00%,0.59%,0.00%,0.22%,0.07%,0.03%,0.16%,0.22%,0.15%,K-5,Yes
37501,Bellingham,2075,Whatcom Middle School,165,0.37%,0.48%,0.05%,0.00%,0.10%,1.41%,0.25%,0.77%,1.34%,0.27%,1.21%,8-Jun,Yes
19007,Damman,2077,Damman Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
36140,Walla Walla,2078,Green Park Elementary School,170,0.64%,1.18%,0.00%,0.00%,1.57%,0.85%,0.50%,0.37%,1.56%,0.78%,0.90%,K-5,Yes
17001,Seattle,2080,Stevens Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2081,John Stanford International School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
27010,Tacoma,2083,Washington Elementary,163,0.41%,0.00%,0.14%,0.00%,0.92%,0.34%,0.32%,0.93%,1.14%,0.00%,1.24%,K-5,Yes
32081,Spokane,2086,Roosevelt Elementary,168,0.66%,2.18%,0.21%,1.24%,0.21%,0.77%,0.49%,1.41%,0.75%,0.48%,0.94%,PK-6,Yes
38126,LaCrosse,2087,Lacrosse Elementary School,180,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
17001,Seattle,2089,Martin Luther King Jr. Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2090,Frantz Coe Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2092,Whittier Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
27010,Tacoma,2094,Blix Elementary,163,6.62%,15.34%,5.13%,9.90%,6.63%,6.32%,6.37%,7.89%,10.99%,6.37%,7.20%,PK-5,Yes
32081,Spokane,2096,Regal Elementary,168,1.09%,0.00%,0.00%,3.37%,0.46%,1.14%,1.18%,0.82%,1.30%,0.84%,1.08%,PK-6,Yes
32312,Great Northern,2097,Great Northern Elementary,180,0.10%,0.00%,0.00%,0.00%,0.00%,0.00%,0.11%,0.00%,0.07%,0.00%,0.06%,K-6,Yes
27010,Tacoma,2103,Jefferson,163,1.58%,1.23%,2.19%,3.07%,2.45%,2.18%,0.95%,2.61%,2.79%,0.00%,2.26%,PK-5,Yes
31311,Sultan,2105,Sultan Middle School,174,1.36%,0.72%,0.14%,0.00%,1.26%,1.71%,1.34%,0.47%,2.53%,1.43%,1.89%,8-Jun,Yes
32081,Spokane,2106,North Central High School,168,0.66%,0.00%,0.60%,1.79%,0.00%,0.66%,0.43%,1.71%,1.02%,0.00%,1.27%,12-Jul,Yes
32081,Spokane,2108,Stevens Elementary,168,1.32%,6.09%,0.27%,0.71%,0.66%,1.62%,0.86%,1.69%,1.02%,1.18%,1.43%,PK-6,Yes
32081,Spokane,2109,Willard Elementary,168,0.76%,3.97%,0.00%,0.00%,1.26%,0.55%,0.58%,0.91%,0.63%,0.55%,0.90%,PK-6,Yes
32081,Spokane,2110,Sheridan Elementary,168,0.45%,0.70%,0.07%,0.00%,0.37%,0.45%,0.43%,0.76%,0.53%,0.26%,0.45%,PK-6,Yes
32081,Spokane,2111,Jefferson Elementary,168,0.12%,1.79%,0.00%,0.00%,0.37%,0.06%,0.13%,0.06%,0.24%,0.50%,0.31%,PK-6,Yes
32356,Central Valley,2113,Opportunity Elementary,168,0.51%,0.60%,0.45%,3.37%,1.79%,0.60%,0.40%,0.46%,0.64%,0.60%,0.61%,PK-5,Yes
36250,College Place,2114,Davis Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
38304,Steptoe,2115,Steptoe Elementary School,179,0.11%,0.00%,0.00%,0.00%,0.00%,0.00%,0.12%,0.00%,0.56%,0.00%,0.00%,PK-8,Yes
17001,Seattle,2118,Emerson Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2120,Van Asselt Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2121,Leschi Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2123,Greenwood Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
32081,Spokane,2127,Franklin Elementary,168,0.43%,2.53%,0.11%,0.00%,0.00%,0.46%,0.33%,0.79%,0.66%,0.18%,0.74%,PK-6,Yes
32081,Spokane,2128,Audubon Elementary,168,0.85%,0.36%,0.00%,0.60%,0.43%,0.88%,0.89%,0.92%,1.31%,0.15%,0.98%,PK-6,Yes
32081,Spokane,2129,Cooper Elementary,168,0.36%,0.40%,0.00%,0.67%,0.20%,0.26%,0.24%,0.85%,0.56%,0.38%,0.44%,PK-6,Yes
39207,Wapato,2131,Wapato Middle School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8-Jun,No
3050,Paterson,2133,Paterson Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-8,No
7035,Starbuck,2135,Starbuck School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-8,No
10065,Orient,2136,Orient Elem,173,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
17001,Seattle,2138,Adams Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2139,Gatewood Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2141,Thurgood Marshall Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2142,West Woodland Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17001,Seattle,2143,John Muir Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17401,Highline,2144,Mount View Elementary,166,1.91%,0.30%,1.34%,2.56%,1.83%,1.94%,1.99%,3.90%,4.33%,1.62%,2.19%,PK-6,Yes
23054,Grapeview,2145,Grapeview Elementary & Middle School,167,0.54%,0.00%,0.00%,0.00%,4.79%,0.55%,0.53%,0.48%,0.45%,0.00%,0.70%,K-8,Yes
24350,Methow Valley,2146,Liberty Bell Jr Sr High,172,1.87%,3.49%,1.74%,0.00%,0.00%,1.74%,1.76%,0.58%,1.11%,1.74%,3.00%,12-Jul,Yes
27010,Tacoma,2148,Franklin,163,0.44%,0.00%,0.00%,0.31%,0.33%,0.35%,0.54%,0.50%,0.38%,0.09%,0.56%,PK-5,Yes
32081,Spokane,2155,Bemiss Elementary,168,1.08%,1.36%,0.00%,1.51%,3.32%,0.80%,0.98%,0.98%,1.18%,1.06%,1.21%,PK-6,Yes
32081,Spokane,2156,Adams Elementary,168,0.44%,0.79%,0.07%,3.57%,0.40%,0.33%,0.40%,0.56%,0.68%,0.50%,0.54%,PK-6,Yes
32356,Central Valley,2157,Greenacres Elementary,167,0.50%,0.77%,0.00%,0.48%,0.00%,1.13%,0.47%,0.38%,0.73%,0.72%,1.05%,5-Jan,Yes
34307,Rainier,2158,Rainier Middle School,167,0.78%,0.00%,1.80%,0.00%,0.00%,1.51%,0.62%,0.90%,1.11%,0.00%,1.34%,8-Jun,Yes
36140,Walla Walla,2159,Prospect Point Elementary,170,0.03%,0.00%,0.00%,0.00%,0.00%,0.13%,0.00%,0.15%,0.05%,0.00%,0.08%,K-5,Yes
36300,Touchet,2160,Touchet Elem & High School,166,0.14%,0.00%,0.00%,0.00%,0.00%,0.17%,0.11%,0.00%,0.12%,0.04%,0.18%,K-12,Yes
9209,Waterville,2161,Waterville Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
9209,Waterville,2162,Waterville High School,169,0.05%,0.00%,0.59%,0.00%,0.00%,0.00%,0.04%,0.00%,0.08%,0.00%,0.08%,12-Jun,Yes
27010,Tacoma,2167,Fern Hill,163,1.50%,14.11%,0.64%,1.81%,3.09%,1.44%,0.82%,1.94%,1.41%,1.67%,1.88%,PK-5,Yes
27010,Tacoma,2168,Sheridan,163,2.59%,4.19%,1.39%,2.74%,3.00%,2.44%,2.88%,3.09%,2.98%,2.15%,2.88%,PK-5,Yes
27010,Tacoma,2169,Point Defiance,163,0.08%,0.25%,0.00%,0.00%,0.02%,0.08%,0.07%,0.16%,0.00%,0.19%,0.14%,PK-5,Yes
32414,Deer Park,2173,Arcadia Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5-Mar,No
36401,Waitsburg,2174,Preston Hall Middle School,167,0.27%,0.00%,0.00%,0.00%,0.00%,0.40%,0.18%,0.90%,0.20%,1.80%,0.39%,8-Jun,Yes
37501,Bellingham,2175,Silver Beach Elementary School,165,0.15%,0.00%,0.05%,0.00%,0.00%,0.37%,0.14%,0.21%,0.03%,0.00%,0.69%,PK-5,Yes
39007,Yakima,2176,Garfield Elementary School,168,3.69%,0.60%,0.00%,10.12%,11.76%,3.49%,5.72%,1.79%,5.29%,3.37%,3.74%,K-5,Yes
39007,Yakima,2177,Mckinley Elementary School,168,0.36%,0.60%,0.00%,0.00%,0.30%,0.31%,0.57%,0.41%,0.27%,0.39%,0.39%,K-5,Yes
14066,Montesano,2180,Montesano Jr-Sr High,168,0.63%,0.48%,0.00%,0.00%,0.00%,1.17%,0.50%,1.52%,1.53%,0.60%,1.14%,12-Jul,Yes
17001,Seattle,2181,Alki Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2183,Lawton Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
17412,Shoreline,2185,Lake Forest Park Elementary,158,0.20%,0.00%,0.10%,0.32%,0.86%,0.32%,0.08%,0.41%,0.16%,0.39%,0.61%,K-6,Yes
27400,Clover Park,2189,Park Lodge Elementary School,170,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,PK-5,Yes
27416,White River,2190,Elk Ridge Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
32081,Spokane,2191,Whitman Elementary,168,1.17%,7.44%,0.24%,2.17%,3.57%,1.39%,0.82%,1.52%,1.82%,1.41%,1.32%,PK-6,Yes
3116,Prosser,2195,Keene-Riverview Elementary,170,1.14%,0.20%,0.24%,0.00%,1.32%,1.37%,0.77%,0.84%,1.02%,1.36%,1.33%,PK-2,Yes
4019,Manson,2196,Manson Elementary,164,0.17%,1.37%,0.00%,0.00%,0.00%,0.12%,0.21%,0.00%,0.51%,0.07%,0.19%,K-5,Yes
11051,North Franklin,2198,Robert L Olds Junior High School,167,0.27%,0.00%,0.00%,0.00%,0.00%,0.33%,0.15%,0.00%,0.93%,0.52%,0.36%,8-Jul,Yes
17001,Seattle,2199,Concord International School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-5,No
17001,Seattle,2201,McGilvra Elementary School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
27404,Eatonville,2205,Eatonville Elementary School,165,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-5,Yes
38308,Endicott,2207,Endicott/St John Elem and Middle,171,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,K-8,Yes
17001,Seattle,2209,Broadview-Thomson K-8 School,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,PK-8,No
25118,South Bend,2214,South Bend High School,165,0.04%,0.00%,0.00%,0.00%,0.00%,0.09%,0.02%,0.00%,0.00%,0.22%,0.04%,12-Jul,Yes
32081,Spokane,2218,Browne Elementary,168,1.11%,0.00%,0.00%,0.00%,2.98%,0.83%,1.11%,1.11%,1.51%,1.87%,1.45%,PK-6,Yes
37504,Lynden,2219,Lynden Middle School,160,0.12%,5.00%,0.00%,0.00%,0.13%,0.24%,0.05%,0.27%,0.15%,0.18%,0.27%,8-Jun,Yes
17410,Snoqualmie Valley,2222,Fall City Elementary,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,K-5,No
27083,University Place,2223,University Place Primary,165,0.45%,3.64%,0.18%,0.40%,0.97%,0.85%,0.22%,0.53%,0.86%,0.19%,0.72%,PK-4,Yes
